<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.21	12:45:00	7230.838	7236.831	7224.180	7231.504	23047	76469	1
2022.01.21	13:00:00	7232.170	7241.491	7226.177	7232.836	21776	77992	1
2022.01.21	13:15:00	7233.501	7233.501	7208.200	7225.512	30069	105604	1
2022.01.21	13:30:00	7226.177	7242.823	7224.846	7240.160	26221	90204	1
2022.01.21	13:45:00	7240.160	7246.818	7234.833	7236.165	18851	61748	1
2022.01.21	14:00:00	7236.165	7241.491	7233.501	7237.496	14095	45785	1
2022.01.21	14:15:00	7236.831	7247.484	7236.165	7241.491	13592	46750	1
2022.01.21	14:30:00	7241.491	7250.813	7234.833	7247.484	17497	62564	1
2022.01.21	14:45:00	7247.484	7269.456	7244.820	7266.127	22408	74673	1
2022.01.21	15:00:00	7266.127	7275.448	7260.134	7264.795	23465	80480	1
2022.01.21	15:15:00	7264.795	7285.436	7264.795	7282.107	21322	73401	1
2022.01.21	15:30:00	7282.772	7286.767	7273.451	7278.112	15663	55363	1
2022.01.21	15:45:00	7278.112	7282.772	7266.793	7280.775	21766	73100	1
2022.01.21	16:00:00	7281.441	7288.099	7279.443	7284.770	17466	60747	1
2022.01.21	16:15:00	7285.436	7288.765	7278.777	7281.441	11746	40550	1
2022.01.21	16:30:00	7281.441	7283.438	7275.448	7279.443	10912	37443	1
2022.01.21	16:45:00	7280.109	7282.772	7274.783	7282.107	9480	32421	1
2022.01.21	17:00:00	7281.441	7281.441	7272.785	7277.446	10178	36220	1
2022.01.21	17:15:00	7278.112	7286.102	7270.122	7282.107	15595	49221	1
2022.01.21	17:30:00	7282.107	7283.438	7270.788	7276.114	12922	38676	1
2022.01.21	17:45:00	7276.780	7280.109	7270.122	7274.117	9609	28277	1
2022.01.21	18:00:00	7274.117	7284.104	7272.119	7282.772	5573	18035	1
2022.01.21	18:15:00	7282.772	7294.757	7280.109	7283.438	5637	20167	1
2022.01.24	09:00:00	7306.742	7322.056	7304.079	7314.732	37127	103778	1
2022.01.24	09:15:00	7314.732	7322.722	7306.742	7307.408	32480	90833	1
2022.01.24	09:30:00	7307.408	7310.071	7295.423	7296.089	46736	134189	1
2022.01.24	09:45:00	7296.089	7312.069	7292.760	7306.742	36717	101579	1
2022.01.24	10:00:00	7306.742	7316.729	7299.418	7303.413	45392	126920	1
2022.01.24	10:15:00	7303.413	7315.398	7302.747	7313.400	24391	71618	1
2022.01.24	10:30:00	7313.400	7314.732	7303.413	7310.071	22902	69403	1
2022.01.24	10:45:00	7310.071	7315.398	7297.420	7313.400	34392	107123	1
2022.01.24	11:00:00	7313.400	7325.385	7308.739	7317.395	41773	128868	1
2022.01.24	11:15:00	7316.729	7318.727	7306.076	7315.398	30872	93773	1
2022.01.24	11:30:00	7316.064	7322.722	7302.747	7313.400	42241	135955	1
2022.01.24	11:45:00	7313.400	7338.702	7312.069	7337.370	50089	164827	1
2022.01.24	12:00:00	7337.370	7356.679	7332.043	7340.699	45010	158912	1
2022.01.24	12:15:00	7341.365	7348.689	7321.390	7325.385	38240	118680	1
2022.01.24	12:30:00	7325.385	7328.714	7304.079	7312.069	40414	142772	1
2022.01.24	12:45:00	7312.069	7334.041	7308.739	7327.383	28807	97406	1
2022.01.24	13:00:00	7326.717	7346.026	7326.051	7337.370	26399	97058	1
2022.01.24	13:15:00	7338.036	7345.360	7334.707	7336.704	18912	61430	1
2022.01.24	13:30:00	7337.370	7355.347	7332.043	7352.684	25006	88443	1
2022.01.24	13:45:00	7353.350	7362.671	7349.355	7349.355	23592	84093	1
2022.01.24	14:00:00	7349.355	7362.005	7348.023	7361.340	18844	67239	1
2022.01.24	14:15:00	7361.340	7368.664	7352.684	7360.674	31841	117185	1
2022.01.24	14:30:00	7360.674	7368.664	7353.350	7353.350	17816	61240	1
2022.01.24	14:45:00	7354.015	7356.679	7344.694	7347.357	23807	80362	1
2022.01.24	15:00:00	7347.357	7352.018	7330.712	7332.709	25559	94339	1
2022.01.24	15:15:00	7333.375	7342.696	7326.051	7340.699	21870	70847	1
2022.01.24	15:30:00	7341.365	7343.362	7332.043	7338.036	16748	58929	1
2022.01.24	15:45:00	7338.036	7339.367	7330.712	7331.377	14322	51860	1
2022.01.24	16:00:00	7331.377	7340.699	7322.056	7338.702	25335	95985	1
2022.01.24	16:15:00	7338.702	7346.026	7336.038	7341.365	15684	60716	1
2022.01.24	16:30:00	7342.031	7345.360	7336.038	7344.694	13250	46766	1
2022.01.24	16:45:00	7344.694	7352.684	7344.028	7344.694	15644	52048	1
2022.01.24	17:00:00	7344.028	7348.023	7333.375	7336.038	17387	68196	1
2022.01.24	17:15:00	7336.038	7338.036	7320.058	7333.375	23049	89618	1
2022.01.24	17:30:00	7333.375	7338.702	7323.388	7333.375	15951	54519	1
2022.01.24	17:45:00	7334.041	7334.707	7322.056	7323.388	10445	36591	1
2022.01.24	18:00:00	7324.053	7326.717	7315.398	7316.729	6862	23986	1
2022.01.24	18:15:00	7317.395	7322.722	7306.742	7320.058	4627	20310	1
2022.01.25	09:00:00	7332.043	7356.679	7332.043	7351.352	35711	92432	1
2022.01.25	09:15:00	7352.018	7362.005	7351.352	7351.352	34646	90653	1
2022.01.25	09:30:00	7351.352	7358.676	7344.694	7348.689	41928	110854	1
2022.01.25	09:45:00	7348.689	7354.681	7342.696	7351.352	29789	79684	1
2022.01.25	10:00:00	7352.018	7358.676	7348.023	7354.681	26513	75840	1
2022.01.25	10:15:00	7354.681	7356.013	7345.360	7349.355	21669	62855	1
2022.01.25	10:30:00	7350.021	7353.350	7342.696	7348.023	25573	79705	1
2022.01.25	10:45:00	7348.689	7350.686	7327.383	7330.712	37085	107458	1
2022.01.25	11:00:00	7331.377	7340.033	7325.385	7330.712	36156	98968	1
2022.01.25	11:15:00	7331.377	7333.375	7314.066	7316.729	37840	112767	1
2022.01.25	11:30:00	7316.064	7326.717	7314.066	7324.053	37831	112197	1
2022.01.25	11:45:00	7324.053	7334.707	7317.395	7327.383	34383	117861	1
2022.01.25	12:00:00	7328.048	7338.036	7324.053	7332.709	27345	90830	1
2022.01.25	12:15:00	7332.709	7341.365	7326.051	7326.051	25254	90435	1
2022.01.25	12:30:00	7326.051	7329.380	7318.727	7318.727	22395	82193	1
2022.01.25	12:45:00	7318.727	7320.058	7302.747	7310.071	33476	126004	1
2022.01.25	13:00:00	7309.405	7318.727	7304.079	7317.395	20436	77580	1
2022.01.25	13:15:00	7318.061	7324.053	7312.069	7320.724	16678	59011	1
2022.01.25	13:30:00	7320.724	7322.722	7309.405	7312.734	17014	57762	1
2022.01.25	13:45:00	7312.734	7313.400	7298.086	7309.405	22760	77353	1
2022.01.25	14:00:00	7308.739	7311.403	7290.762	7296.089	22873	77206	1
2022.01.25	14:15:00	7296.089	7298.752	7278.777	7280.109	25020	99411	1
2022.01.25	14:30:00	7280.775	7288.765	7268.790	7276.114	28217	109349	1
2022.01.25	14:45:00	7276.114	7288.099	7272.785	7283.438	16844	61072	1
2022.01.25	15:00:00	7283.438	7290.096	7272.785	7276.114	21178	67862	1
2022.01.25	15:15:00	7276.114	7278.112	7258.803	7261.466	23944	80527	1
2022.01.25	15:30:00	7261.466	7269.456	7259.469	7266.793	12663	42860	1
2022.01.25	15:45:00	7266.793	7270.788	7254.808	7257.471	21738	84594	1
2022.01.25	16:00:00	7257.471	7264.129	7250.813	7253.476	17635	67527	1
2022.01.25	16:15:00	7253.476	7255.474	7246.818	7252.810	12382	42913	1
2022.01.25	16:30:00	7253.476	7260.800	7244.820	7246.818	16565	59271	1
2022.01.25	16:45:00	7247.484	7248.815	7237.496	7246.818	17006	67918	1
2022.01.25	17:00:00	7246.818	7256.805	7245.486	7256.805	10851	41951	1
2022.01.25	17:15:00	7256.805	7266.793	7250.813	7262.798	16307	56597	1
2022.01.25	17:30:00	7262.798	7270.788	7248.150	7249.481	21672	72553	1
2022.01.25	17:45:00	7249.481	7256.805	7244.820	7255.474	15977	56767	1
2022.01.25	18:00:00	7256.139	7267.458	7251.479	7257.471	10294	35953	1
2022.01.25	18:15:00	7257.471	7264.129	7251.479	7259.469	4721	19753	1
2022.01.26	09:00:00	7234.833	7251.479	7225.512	7250.813	43360	118624	1
2022.01.26	09:15:00	7250.147	7252.810	7232.170	7234.833	35747	104785	1
2022.01.26	09:30:00	7235.499	7242.823	7221.517	7234.167	49377	140457	1
2022.01.26	09:45:00	7234.167	7246.818	7233.501	7241.491	26527	78399	1
2022.01.26	10:00:00	7240.826	7242.157	7218.853	7219.519	44645	135973	1
2022.01.26	10:15:00	7219.519	7232.836	7214.193	7232.170	33199	94522	1
2022.01.26	10:30:00	7231.504	7236.165	7222.182	7232.170	34176	89965	1
2022.01.26	10:45:00	7232.170	7238.162	7225.512	7228.841	31151	100191	1
2022.01.26	11:00:00	7228.841	7258.137	7228.175	7256.805	50247	159042	1
2022.01.26	11:15:00	7257.471	7263.464	7242.823	7249.481	41002	125632	1
2022.01.26	11:30:00	7248.815	7275.448	7245.486	7270.122	51564	170733	1
2022.01.26	11:45:00	7269.456	7271.453	7248.150	7249.481	42527	134925	1
2022.01.26	12:00:00	7249.481	7258.803	7245.486	7250.147	27714	85563	1
2022.01.26	12:15:00	7250.813	7253.476	7238.162	7245.486	30259	100225	1
2022.01.26	12:30:00	7244.820	7253.476	7241.491	7247.484	19633	61919	1
2022.01.26	12:45:00	7247.484	7253.476	7239.494	7246.818	20057	75181	1
2022.01.26	13:00:00	7246.152	7251.479	7232.836	7236.165	19400	73120	1
2022.01.26	13:15:00	7235.499	7255.474	7234.833	7252.810	20042	62538	1
2022.01.26	13:30:00	7252.810	7256.805	7246.152	7251.479	15121	49851	1
2022.01.26	13:45:00	7250.813	7256.139	7244.820	7247.484	10697	36572	1
2022.01.26	14:00:00	7246.818	7250.813	7242.823	7245.486	8933	29085	1
2022.01.26	14:15:00	7244.820	7248.815	7240.826	7242.823	9958	31524	1
2022.01.26	14:30:00	7243.489	7247.484	7222.182	7226.177	20497	71352	1
2022.01.26	14:45:00	7226.843	7232.170	7220.185	7225.512	16965	62254	1
2022.01.26	15:00:00	7225.512	7234.167	7214.858	7217.522	26911	92135	1
2022.01.26	15:15:00	7217.522	7225.512	7212.861	7214.858	18403	58399	1
2022.01.26	15:30:00	7214.858	7218.853	7205.537	7207.534	24458	80247	1
2022.01.26	15:45:00	7207.534	7213.527	7198.879	7205.537	26025	82207	1
2022.01.26	16:00:00	7204.871	7217.522	7186.894	7214.193	47840	164709	1
2022.01.26	16:15:00	7214.193	7218.853	7195.550	7199.545	26688	85463	1
2022.01.26	16:30:00	7199.545	7254.142	7194.218	7250.147	59501	197405	1
2022.01.26	16:45:00	7250.813	7265.461	7235.499	7247.484	52884	170434	1
2022.01.26	17:00:00	7247.484	7276.114	7246.818	7268.790	40944	138928	1
2022.01.26	17:15:00	7268.124	7287.433	7263.464	7269.456	32794	119508	1
2022.01.26	17:30:00	7268.790	7276.114	7260.134	7263.464	20698	75477	1
2022.01.26	17:45:00	7263.464	7266.127	7250.813	7252.810	15980	56749	1
2022.01.26	18:00:00	7252.810	7258.803	7243.489	7255.474	9008	33795	1
2022.01.26	18:15:00	7255.474	7258.137	7236.831	7242.823	3850	16188	1
2022.01.27	09:00:00	7237.496	7241.491	7214.858	7220.185	36714	110672	1
2022.01.27	09:15:00	7220.185	7224.180	7194.884	7201.542	47536	162061	1
2022.01.27	09:30:00	7200.876	7210.864	7196.215	7200.876	33696	115807	1
2022.01.27	09:45:00	7200.876	7200.876	7163.590	7170.914	70071	239838	1
2022.01.27	10:00:00	7170.914	7185.562	7165.588	7183.565	39626	145515	1
2022.01.27	10:15:00	7182.899	7187.560	7177.572	7182.899	24087	86931	1
2022.01.27	10:30:00	7183.565	7189.557	7169.582	7174.909	44294	151127	1
2022.01.27	10:45:00	7174.909	7174.909	7140.952	7143.615	58001	202356	1
2022.01.27	11:00:00	7143.615	7155.600	7132.296	7142.284	59889	229133	1
2022.01.27	11:15:00	7142.284	7166.253	7138.955	7160.261	41506	151885	1
2022.01.27	11:30:00	7159.595	7170.914	7158.263	7162.258	38737	133416	1
2022.01.27	11:45:00	7162.258	7164.256	7144.947	7150.939	36114	126998	1
2022.01.27	12:00:00	7150.274	7170.248	7149.608	7164.256	42051	161417	1
2022.01.27	12:15:00	7164.256	7183.565	7160.261	7181.567	31304	118058	1
2022.01.27	12:30:00	7182.233	7197.547	7177.572	7190.223	37256	154063	1
2022.01.27	12:45:00	7190.223	7218.853	7186.894	7212.195	41765	191284	1
2022.01.27	13:00:00	7211.529	7218.853	7202.208	7213.527	30216	144632	1
2022.01.27	13:15:00	7212.861	7230.838	7212.861	7225.512	25829	111282	1
2022.01.27	13:30:00	7225.512	7228.841	7218.188	7219.519	19374	83033	1
2022.01.27	13:45:00	7219.519	7229.507	7210.198	7228.175	21006	86337	1
2022.01.27	14:00:00	7228.175	7239.494	7226.843	7232.836	24359	101471	1
2022.01.27	14:15:00	7232.836	7234.833	7210.198	7216.856	24640	100080	1
2022.01.27	14:30:00	7216.856	7222.848	7208.200	7220.851	22199	90319	1
2022.01.27	14:45:00	7221.517	7232.836	7209.532	7219.519	26148	103425	1
2022.01.27	15:00:00	7219.519	7232.836	7216.190	7225.512	19022	82838	1
2022.01.27	15:15:00	7226.177	7236.831	7220.185	7236.165	18023	69961	1
2022.01.27	15:30:00	7236.831	7238.162	7226.177	7230.838	21401	77728	1
2022.01.27	15:45:00	7231.504	7242.823	7230.838	7236.165	19692	73500	1
2022.01.27	16:00:00	7236.831	7238.828	7224.180	7228.841	16806	70190	1
2022.01.27	16:15:00	7228.175	7236.831	7226.177	7235.499	12646	46455	1
2022.01.27	16:30:00	7235.499	7236.831	7226.177	7228.175	11053	44844	1
2022.01.27	16:45:00	7228.841	7232.170	7223.514	7226.177	11811	43500	1
2022.01.27	17:00:00	7226.177	7226.843	7216.190	7220.851	12882	53460	1
2022.01.27	17:15:00	7220.851	7225.512	7218.853	7222.848	7958	31440	1
2022.01.27	17:30:00	7222.848	7225.512	7206.203	7208.866	13389	43433	1
2022.01.27	17:45:00	7208.866	7211.529	7197.547	7208.866	14223	47792	1
2022.01.27	18:00:00	7209.532	7209.532	7194.884	7196.881	7288	24773	1
2022.01.27	18:15:00	7196.881	7210.198	7194.218	7206.203	3682	15930	1
2022.01.28	09:00:00	7230.838	7237.496	7212.195	7215.524	41079	119233	1
2022.01.28	09:15:00	7215.524	7224.180	7209.532	7215.524	35372	105970	1
2022.01.28	09:30:00	7215.524	7216.856	7199.545	7201.542	45560	135715	1
2022.01.28	09:45:00	7201.542	7204.871	7182.899	7192.220	49273	145798	1
2022.01.28	10:00:00	7192.220	7202.874	7190.889	7192.886	36290	113435	1
2022.01.28	10:15:00	7192.886	7204.205	7179.570	7201.542	48108	133054	1
2022.01.28	10:30:00	7201.542	7203.539	7161.593	7166.253	73426	234537	1
2022.01.28	10:45:00	7166.253	7182.899	7158.929	7168.917	47037	148093	1
2022.01.28	11:00:00	7169.582	7179.570	7164.256	7173.577	26041	102650	1
2022.01.28	11:15:00	7173.577	7177.572	7168.917	7169.582	14297	53722	1
2022.01.28	11:30:00	7169.582	7191.555	7169.582	7178.238	47225	158294	1
2022.01.28	11:45:00	7177.572	7188.891	7173.577	7183.565	30350	110316	1
2022.01.28	12:00:00	7183.565	7194.884	7170.248	7184.231	40107	146325	1
2022.01.28	12:15:00	7183.565	7192.220	7178.904	7188.226	21892	87167	1
2022.01.28	12:30:00	7188.226	7211.529	7188.226	7204.871	36579	133050	1
2022.01.28	12:45:00	7204.871	7210.198	7196.215	7200.210	22471	81426	1
2022.01.28	13:00:00	7200.210	7204.205	7184.231	7186.228	23180	85136	1
2022.01.28	13:15:00	7185.562	7191.555	7177.572	7188.226	21897	76386	1
2022.01.28	13:30:00	7187.560	7194.884	7180.901	7192.886	17439	54140	1
2022.01.28	13:45:00	7192.886	7196.881	7185.562	7187.560	14035	46924	1
2022.01.28	14:00:00	7187.560	7190.223	7177.572	7183.565	16648	62311	1
2022.01.28	14:15:00	7182.899	7192.886	7174.909	7182.899	20285	76349	1
2022.01.28	14:30:00	7182.899	7197.547	7179.570	7192.886	15686	53889	1
2022.01.28	14:45:00	7192.886	7197.547	7190.223	7194.218	11570	46109	1
2022.01.28	15:00:00	7194.218	7195.550	7183.565	7183.565	13575	47714	1
2022.01.28	15:15:00	7183.565	7185.562	7175.575	7180.236	14486	47643	1
2022.01.28	15:30:00	7179.570	7183.565	7176.241	7180.236	13041	48825	1
2022.01.28	15:45:00	7180.901	7180.901	7172.246	7179.570	12756	46385	1
2022.01.28	16:00:00	7179.570	7182.899	7173.577	7176.241	11876	44039	1
2022.01.28	16:15:00	7176.907	7184.896	7173.577	7184.231	13940	53781	1
2022.01.28	16:30:00	7184.231	7189.557	7178.238	7179.570	13276	57917	1
2022.01.28	16:45:00	7179.570	7184.231	7175.575	7180.236	8860	33268	1
2022.01.28	17:00:00	7180.236	7189.557	7178.904	7186.228	9569	39212	1
2022.01.28	17:15:00	7186.894	7191.555	7177.572	7178.238	10513	38548	1
2022.01.28	17:30:00	7178.904	7185.562	7177.572	7182.233	8053	30628	1
2022.01.28	17:45:00	7182.233	7182.899	7164.922	7169.582	11901	37172	1
2022.01.28	18:00:00	7169.582	7169.582	7156.932	7162.924	8184	24840	1
2022.01.28	18:15:00	7162.924	7162.924	7148.276	7151.605	5035	17769	1
2022.01.31	09:00:00	7131.134	7164.812	7119.908	7162.831	35392	112900	1
2022.01.31	09:15:00	7162.831	7179.340	7160.850	7168.774	32740	100026	1
2022.01.31	09:30:00	7168.114	7178.680	7162.831	7166.793	33116	99246	1
2022.01.31	09:45:00	7166.793	7170.755	7145.002	7150.285	34453	103433	1
2022.01.31	10:00:00	7150.285	7170.095	7145.002	7156.228	38056	121806	1
2022.01.31	10:15:00	7155.567	7158.869	7140.379	7144.341	24890	83079	1
2022.01.31	10:30:00	7144.341	7148.964	7127.172	7137.077	34687	115834	1
2022.01.31	10:45:00	7137.738	7140.379	7122.550	7131.795	27223	87025	1
2022.01.31	11:00:00	7132.455	7137.077	7122.550	7129.153	24174	80114	1
2022.01.31	11:15:00	7129.153	7138.398	7125.852	7127.833	17691	53051	1
2022.01.31	11:30:00	7127.172	7138.398	7118.588	7124.531	33639	106850	1
2022.01.31	11:45:00	7124.531	7145.002	7121.889	7138.398	28128	92614	1
2022.01.31	12:00:00	7137.738	7139.719	7115.286	7118.588	31364	113048	1
2022.01.31	12:15:00	7117.927	7121.889	7088.872	7090.853	40803	153639	1
2022.01.31	12:30:00	7090.853	7094.815	7076.986	7084.249	28193	108007	1
2022.01.31	12:45:00	7084.249	7084.910	7055.854	7064.439	49039	204341	1
2022.01.31	13:00:00	7064.439	7071.042	7040.666	7043.968	41822	188306	1
2022.01.31	13:15:00	7044.628	7045.289	7029.440	7041.327	30239	108134	1
2022.01.31	13:30:00	7041.327	7050.571	7038.685	7045.949	20020	69810	1
2022.01.31	13:45:00	7045.949	7046.609	7030.761	7037.364	18960	68314	1
2022.01.31	14:00:00	7037.364	7049.911	7036.044	7043.308	16785	69230	1
2022.01.31	14:15:00	7043.308	7048.590	7036.704	7044.628	14342	54878	1
2022.01.31	14:30:00	7044.628	7050.571	7038.025	7050.571	15647	53144	1
2022.01.31	14:45:00	7050.571	7058.496	7048.590	7057.835	20945	72318	1
2022.01.31	15:00:00	7058.496	7065.760	7053.213	7059.816	17857	67614	1
2022.01.31	15:15:00	7059.816	7064.439	7053.213	7061.137	14003	56049	1
2022.01.31	15:30:00	7060.477	7069.061	7053.873	7060.477	17079	58889	1
2022.01.31	15:45:00	7061.137	7065.760	7050.571	7051.892	17716	54225	1
2022.01.31	16:00:00	7051.892	7059.156	7051.232	7056.515	10003	36481	1
2022.01.31	16:15:00	7056.515	7059.156	7049.911	7055.854	10395	34186	1
2022.01.31	16:30:00	7055.194	7062.458	7053.213	7061.797	9504	40432	1
2022.01.31	16:45:00	7061.137	7065.760	7055.194	7057.835	10385	34567	1
2022.01.31	17:00:00	7057.175	7061.137	7054.534	7057.175	6388	24151	1
2022.01.31	17:15:00	7057.175	7073.684	7056.515	7067.080	24432	107525	1
2022.01.31	17:30:00	7067.080	7069.722	7059.156	7068.401	11317	41006	1
2022.01.31	17:45:00	7068.401	7071.042	7063.118	7064.439	7944	28523	1
2022.01.31	18:00:00	7064.439	7065.099	7054.534	7057.175	7042	25918	1
2022.01.31	18:15:00	7056.515	7059.156	7051.232	7059.156	4713	20221	1
2022.02.01	09:00:00	7044.628	7049.251	7019.535	7028.120	54238	161979	1
2022.02.01	09:15:00	7028.120	7034.723	7024.157	7025.478	24504	70783	1
2022.02.01	09:30:00	7024.818	7026.138	7010.290	7021.516	52308	148071	1
2022.02.01	09:45:00	7020.856	7029.440	7014.252	7028.780	30504	86120	1
2022.02.01	10:00:00	7028.780	7041.987	7020.856	7036.704	46407	125269	1
2022.02.01	10:15:00	7036.044	7048.590	7028.120	7047.270	39543	123348	1
2022.02.01	10:30:00	7047.930	7071.042	7045.949	7045.949	61513	193224	1
2022.02.01	10:45:00	7045.949	7046.609	7022.176	7032.742	46912	152265	1
2022.02.01	11:00:00	7032.742	7034.723	7019.535	7030.761	32746	109531	1
2022.02.01	11:15:00	7030.761	7044.628	7028.780	7041.327	36522	114740	1
2022.02.01	11:30:00	7041.987	7041.987	7016.894	7027.459	41734	136234	1
2022.02.01	11:45:00	7026.799	7037.364	7016.233	7021.516	38918	133705	1
2022.02.01	12:00:00	7021.516	7038.025	7013.592	7017.554	43285	161778	1
2022.02.01	12:15:00	7017.554	7032.082	7016.233	7032.082	20356	72325	1
2022.02.01	12:30:00	7032.082	7042.647	7023.497	7034.063	26340	86163	1
2022.02.01	12:45:00	7034.723	7041.987	7020.195	7022.837	24706	91332	1
2022.02.01	13:00:00	7022.837	7024.818	7015.573	7024.157	17594	65328	1
2022.02.01	13:15:00	7023.497	7034.723	7020.856	7028.120	16628	55381	1
2022.02.01	13:30:00	7027.459	7030.101	7020.195	7026.799	12201	39949	1
2022.02.01	13:45:00	7026.799	7027.459	7016.233	7024.157	13455	45444	1
2022.02.01	14:00:00	7024.157	7028.780	7022.176	7026.799	9006	30250	1
2022.02.01	14:15:00	7026.138	7035.383	7023.497	7031.421	13439	52312	1
2022.02.01	14:30:00	7031.421	7037.364	7028.780	7033.402	15765	50786	1
2022.02.01	14:45:00	7034.063	7034.063	7027.459	7028.780	11002	35295	1
2022.02.01	15:00:00	7028.780	7034.063	7020.856	7022.176	14076	48201	1
2022.02.01	15:15:00	7022.837	7024.818	7008.309	7014.252	19643	65178	1
2022.02.01	15:30:00	7014.252	7017.554	7008.969	7015.573	14991	51068	1
2022.02.01	15:45:00	7015.573	7018.214	7010.950	7012.271	11393	39774	1
2022.02.01	16:00:00	7011.611	7014.912	7008.309	7010.290	12734	43202	1
2022.02.01	16:15:00	7010.290	7013.592	7008.309	7010.950	9664	35689	1
2022.02.01	16:30:00	7010.950	7011.611	7006.988	7008.969	10861	40936	1
2022.02.01	16:45:00	7008.309	7017.554	7003.026	7012.271	21680	91440	1
2022.02.01	17:00:00	7011.611	7012.931	7004.347	7004.347	9942	33899	1
2022.02.01	17:15:00	7005.007	7009.630	7003.687	7007.649	7608	27081	1
2022.02.01	17:30:00	7007.649	7013.592	7005.007	7006.988	9644	36402	1
2022.02.01	17:45:00	7006.988	7008.309	7001.705	7008.309	9133	37088	1
2022.02.01	18:00:00	7008.309	7010.950	7005.668	7008.309	4748	17412	1
2022.02.01	18:15:00	7007.649	7008.309	7001.705	7001.705	5645	24492	1
2022.02.02	09:00:00	6999.724	7006.328	6996.423	7000.385	36096	131733	1
2022.02.02	09:15:00	6999.724	7003.026	6995.102	6995.762	25125	78960	1
2022.02.02	09:30:00	6995.762	6999.064	6987.178	6991.800	29962	108979	1
2022.02.02	09:45:00	6991.800	7001.045	6988.498	6993.121	30937	103858	1
2022.02.02	10:00:00	6993.121	7016.894	6991.800	7004.347	48611	167754	1
2022.02.02	10:15:00	7005.007	7024.157	6995.762	7021.516	52188	162501	1
2022.02.02	10:30:00	7021.516	7032.742	7016.894	7024.818	38736	121962	1
2022.02.02	10:45:00	7024.818	7039.345	7019.535	7038.685	32422	113963	1
2022.02.02	11:00:00	7038.025	7039.345	7024.157	7030.761	32689	102375	1
2022.02.02	11:15:00	7030.761	7034.723	7027.459	7030.101	17332	57939	1
2022.02.02	11:30:00	7029.440	7049.911	7028.780	7045.949	40690	136020	1
2022.02.02	11:45:00	7046.609	7059.156	7042.647	7055.854	26255	98824	1
2022.02.02	12:00:00	7055.854	7065.760	7051.892	7058.496	30711	120560	1
2022.02.02	12:15:00	7058.496	7063.778	7046.609	7048.590	20209	75759	1
2022.02.02	12:30:00	7048.590	7050.571	7038.025	7038.025	20237	73520	1
2022.02.02	12:45:00	7038.025	7049.251	7036.044	7047.270	26688	98076	1
2022.02.02	13:00:00	7047.270	7058.496	7041.987	7055.854	23807	89361	1
2022.02.02	13:15:00	7055.854	7064.439	7054.534	7058.496	17928	64352	1
2022.02.02	13:30:00	7057.835	7063.778	7049.251	7049.251	17247	61375	1
2022.02.02	13:45:00	7049.251	7058.496	7044.628	7055.194	20124	74409	1
2022.02.02	14:00:00	7055.194	7057.835	7046.609	7046.609	10977	40551	1
2022.02.02	14:15:00	7047.270	7051.232	7041.987	7047.930	12326	41873	1
2022.02.02	14:30:00	7047.930	7050.571	7038.025	7040.666	11091	40874	1
2022.02.02	14:45:00	7040.666	7045.949	7037.364	7039.345	11201	41448	1
2022.02.02	15:00:00	7039.345	7041.327	7029.440	7036.044	21071	76187	1
2022.02.02	15:15:00	7036.044	7046.609	7032.082	7044.628	14891	49935	1
2022.02.02	15:30:00	7044.628	7047.930	7026.138	7030.761	21562	74055	1
2022.02.02	15:45:00	7030.761	7033.402	7018.875	7022.837	19037	65845	1
2022.02.02	16:00:00	7022.176	7030.761	7021.516	7026.138	14173	52161	1
2022.02.02	16:15:00	7026.799	7028.780	7020.856	7026.799	9669	39563	1
2022.02.02	16:30:00	7026.799	7026.799	7011.611	7012.271	17207	63501	1
2022.02.02	16:45:00	7012.271	7015.573	7008.309	7013.592	8886	33082	1
2022.02.02	17:00:00	7013.592	7016.233	7005.007	7009.630	11057	40726	1
2022.02.02	17:15:00	7010.290	7012.271	7000.385	7003.687	12421	46210	1
2022.02.02	17:30:00	7003.026	7006.328	6999.724	7003.026	7919	26259	1
2022.02.02	17:45:00	7003.026	7006.328	7000.385	7001.045	6267	24236	1
2022.02.02	18:00:00	7001.045	7009.630	6991.800	7003.026	13054	45818	1
2022.02.02	18:15:00	7003.026	7005.007	6992.461	6994.442	4676	21611	1
2022.02.03	09:00:00	7010.290	7028.780	7008.309	7026.138	46250	135619	1
2022.02.03	09:15:00	7026.799	7038.025	7019.535	7035.383	37099	102676	1
2022.02.03	09:30:00	7036.044	7051.232	7034.063	7045.289	38610	113813	1
2022.02.03	09:45:00	7045.289	7053.873	7039.345	7053.213	32623	83474	1
2022.02.03	10:00:00	7053.213	7057.175	7043.308	7044.628	37247	115896	1
2022.02.03	10:15:00	7044.628	7056.515	7043.968	7051.892	23603	75127	1
2022.02.03	10:30:00	7051.892	7063.118	7049.911	7061.797	33441	103856	1
2022.02.03	10:45:00	7061.797	7071.703	7057.835	7061.797	40362	139282	1
2022.02.03	11:00:00	7061.797	7070.382	7049.251	7070.382	47654	159314	1
2022.02.03	11:15:00	7070.382	7073.684	7053.873	7055.194	41692	143603	1
2022.02.03	11:30:00	7055.854	7059.816	7028.120	7038.025	48907	175441	1
2022.02.03	11:45:00	7037.364	7062.458	7036.044	7046.609	43530	147216	1
