<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.15	10:30:00	7786.779	7812.421	7781.235	7809.648	53940	156928	1
2021.04.15	10:45:00	7808.955	7815.193	7800.639	7811.034	39924	162826	1
2021.04.15	11:00:00	7811.034	7831.825	7808.955	7823.509	49391	162387	1
2021.04.15	11:15:00	7823.509	7833.211	7810.341	7815.193	30895	92143	1
2021.04.15	11:30:00	7814.500	7820.737	7799.253	7802.025	31248	93094	1
2021.04.15	11:45:00	7802.718	7824.895	7799.946	7806.183	40880	121317	1
2021.04.15	12:00:00	7806.876	7811.727	7786.779	7791.630	37688	115067	1
2021.04.15	12:15:00	7791.630	7796.481	7784.007	7790.937	21738	67010	1
2021.04.15	12:30:00	7790.244	7802.718	7788.165	7795.095	20980	67568	1
2021.04.15	12:45:00	7795.788	7797.867	7779.156	7788.165	21826	73515	1
2021.04.15	13:00:00	7788.165	7789.551	7773.611	7787.472	22968	81996	1
2021.04.15	13:15:00	7786.779	7793.016	7774.997	7790.244	17799	60261	1
2021.04.15	13:30:00	7790.937	7796.481	7784.700	7792.323	16062	48539	1
2021.04.15	13:45:00	7792.323	7803.411	7790.937	7795.095	21799	75265	1
2021.04.15	14:00:00	7795.095	7806.183	7789.551	7804.797	18197	57931	1
2021.04.15	14:15:00	7804.797	7811.727	7793.709	7796.481	26470	83061	1
2021.04.15	14:30:00	7795.788	7797.867	7781.235	7783.314	24098	75872	1
2021.04.15	14:45:00	7783.314	7791.630	7779.156	7784.007	16982	55501	1
2021.04.15	15:00:00	7784.700	7806.876	7779.156	7806.183	24608	77019	1
2021.04.15	15:15:00	7806.183	7811.034	7790.937	7796.481	24084	75812	1
2021.04.15	15:30:00	7796.481	7801.332	7781.235	7781.235	16473	53423	1
2021.04.15	15:45:00	7781.235	7795.788	7779.849	7791.630	20760	68506	1
2021.04.15	16:00:00	7791.630	7797.867	7784.700	7793.016	15521	47917	1
2021.04.15	16:15:00	7793.016	7805.490	7792.323	7801.332	15340	49952	1
2021.04.15	16:30:00	7801.332	7809.648	7795.095	7800.639	15600	54097	1
2021.04.15	16:45:00	7801.332	7815.193	7794.402	7806.876	16326	54624	1
2021.04.15	17:00:00	7806.183	7807.569	7790.244	7796.481	12446	38248	1
2021.04.15	17:15:00	7796.481	7804.104	7792.323	7796.481	8506	24425	1
2021.04.15	17:30:00	7796.481	7803.411	7792.323	7793.709	6485	18633	1
2021.04.15	17:45:00	7793.709	7796.481	7784.007	7792.323	7807	29756	1
2021.04.16	09:00:00	7789.551	7811.727	7788.165	7802.718	42975	109368	1
2021.04.16	09:15:00	7802.025	7829.053	7797.174	7829.053	53344	142217	1
2021.04.16	09:30:00	7829.053	7854.695	7828.360	7849.844	62004	177428	1
2021.04.16	09:45:00	7849.844	7865.090	7844.299	7850.537	51610	149692	1
2021.04.16	10:00:00	7850.537	7859.546	7842.220	7857.467	43957	123149	1
2021.04.16	10:15:00	7856.774	7875.485	7850.537	7865.090	46274	130039	1
2021.04.16	10:30:00	7865.090	7874.792	7853.309	7866.476	40793	115133	1
2021.04.16	10:45:00	7865.783	7869.941	7860.239	7865.783	20544	71380	1
2021.04.16	11:00:00	7865.783	7865.783	7832.518	7833.211	48113	145504	1
2021.04.16	11:15:00	7833.211	7838.062	7811.727	7829.746	54731	167617	1
2021.04.16	11:30:00	7829.746	7833.904	7795.788	7815.193	52380	167227	1
2021.04.16	11:45:00	7815.193	7815.193	7789.551	7799.946	42522	139449	1
2021.04.16	12:00:00	7799.946	7805.490	7781.235	7782.621	37384	129001	1
2021.04.16	12:15:00	7782.621	7785.393	7756.286	7778.463	48943	162760	1
2021.04.16	12:30:00	7778.463	7797.174	7775.690	7795.788	25960	86581	1
2021.04.16	12:45:00	7795.788	7796.481	7769.453	7783.314	26723	84088	1
2021.04.16	13:00:00	7784.007	7784.007	7761.830	7763.909	22519	80774	1
2021.04.16	13:15:00	7763.216	7763.909	7734.802	7747.277	40944	144196	1
2021.04.16	13:30:00	7746.584	7759.058	7742.425	7757.672	19965	69118	1
2021.04.16	13:45:00	7757.672	7767.374	7750.742	7752.821	24016	83716	1
2021.04.16	14:00:00	7752.821	7761.830	7752.128	7760.444	13222	43435	1
2021.04.16	14:15:00	7760.444	7771.532	7752.821	7769.453	20553	75421	1
2021.04.16	14:30:00	7769.453	7771.532	7730.644	7734.109	36866	117084	1
2021.04.16	14:45:00	7734.109	7740.346	7721.635	7739.653	28345	99231	1
2021.04.16	15:00:00	7739.653	7745.891	7734.109	7743.118	17388	59986	1
2021.04.16	15:15:00	7743.118	7750.049	7738.267	7748.663	12522	46109	1
2021.04.16	15:30:00	7749.356	7751.435	7740.346	7750.049	14095	49048	1
2021.04.16	15:45:00	7750.049	7751.435	7736.881	7738.960	17977	54669	1
2021.04.16	16:00:00	7739.653	7756.286	7738.267	7755.593	16879	55427	1
2021.04.16	16:15:00	7755.593	7757.672	7743.811	7745.891	14174	47282	1
2021.04.16	16:30:00	7745.891	7748.663	7742.425	7746.584	5684	21005	1
2021.04.16	16:45:00	7747.277	7752.821	7742.425	7746.584	12778	44498	1
2021.04.16	17:00:00	7747.277	7749.356	7738.960	7743.118	7118	24971	1
2021.04.16	17:15:00	7743.118	7743.811	7737.574	7743.118	8352	25031	1
2021.04.16	17:30:00	7743.118	7754.900	7742.425	7750.742	9476	27932	1
2021.04.16	17:45:00	7750.742	7756.979	7748.663	7750.049	6484	26694	1
2021.04.19	09:00:00	7727.872	7741.039	7708.467	7727.179	51722	131577	1
2021.04.19	09:15:00	7727.872	7765.988	7723.021	7739.653	68857	184655	1
2021.04.19	09:30:00	7739.653	7761.830	7728.565	7732.723	65690	180005	1
2021.04.19	09:45:00	7732.723	7747.277	7718.170	7743.811	60205	163713	1
2021.04.19	10:00:00	7743.811	7786.779	7736.881	7772.918	75442	209678	1
2021.04.19	10:15:00	7772.918	7797.867	7772.225	7785.393	53914	149403	1
2021.04.19	10:30:00	7785.393	7793.709	7774.997	7775.690	42756	120654	1
2021.04.19	10:45:00	7775.690	7777.769	7749.356	7761.830	49722	140334	1
2021.04.19	11:00:00	7761.137	7781.235	7759.058	7768.067	44769	120650	1
2021.04.19	11:15:00	7768.067	7774.997	7718.863	7720.942	56820	159644	1
2021.04.19	11:30:00	7720.942	7727.179	7685.598	7691.142	64359	207667	1
2021.04.19	11:45:00	7691.142	7716.784	7688.370	7697.379	51735	167115	1
2021.04.19	12:00:00	7697.379	7711.933	7687.677	7705.695	35585	112183	1
2021.04.19	12:15:00	7705.695	7709.160	7686.984	7696.686	22135	69745	1
2021.04.19	12:30:00	7695.993	7712.626	7690.449	7708.467	20683	61877	1
2021.04.19	12:45:00	7707.774	7724.407	7707.774	7723.021	22597	70614	1
2021.04.19	13:00:00	7723.021	7727.872	7712.626	7714.705	23250	73925	1
2021.04.19	13:15:00	7714.705	7720.942	7702.923	7711.240	22551	65378	1
2021.04.19	13:30:00	7711.933	7732.723	7709.853	7722.328	24607	73740	1
2021.04.19	13:45:00	7722.328	7727.872	7718.170	7721.635	13146	42068	1
2021.04.19	14:00:00	7720.942	7727.179	7703.616	7713.319	25400	85391	1
2021.04.19	14:15:00	7713.319	7721.635	7705.002	7707.081	21344	65156	1
2021.04.19	14:30:00	7707.081	7713.319	7693.914	7711.933	29623	94875	1
