<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.07.06	17:45:00	159171	159378	159097	159331	22984	79741	1
2023.07.07	09:00:00	159913	160174	159719	160053	236242	552953	1
2023.07.07	09:15:00	160047	160067	159411	159645	170715	446410	1
2023.07.07	09:30:00	159639	160755	159545	160167	339434	869498	1
2023.07.07	09:45:00	160167	160194	159692	159706	183455	566762	1
2023.07.07	10:00:00	159706	160033	159398	159712	273778	848829	1
2023.07.07	10:15:00	159712	160902	159619	160782	289093	884556	1
2023.07.07	10:30:00	160782	161223	160755	161090	274334	889873	1
2023.07.07	10:45:00	161090	161310	160675	160816	202374	639778	1
2023.07.07	11:00:00	160816	161190	160642	161056	183350	581254	1
2023.07.07	11:15:00	161050	161538	161016	161498	172759	583230	1
2023.07.07	11:30:00	161491	161738	161217	161277	166440	558092	1
2023.07.07	11:45:00	161284	161324	160782	160862	131150	454259	1
2023.07.07	12:00:00	160862	161157	160809	161103	107225	365284	1
2023.07.07	12:15:00	161110	161364	161090	161357	95689	328268	1
2023.07.07	12:30:00	161364	161384	161056	161237	83480	277656	1
2023.07.07	12:45:00	161237	161404	161223	161377	57754	185363	1
2023.07.07	13:00:00	161377	161437	161243	161324	67898	225637	1
2023.07.07	13:15:00	161330	161417	161230	161384	66515	225741	1
2023.07.07	13:30:00	161384	161691	161357	161605	96275	345247	1
2023.07.07	13:45:00	161598	161785	161564	161611	98296	354643	1
2023.07.07	14:00:00	161618	161852	161551	161745	84120	292386	1
2023.07.07	14:15:00	161745	161785	161571	161778	73782	251953	1
2023.07.07	14:30:00	161785	161959	161718	161919	92925	321659	1
2023.07.07	14:45:00	161912	161925	161685	161772	90262	330750	1
2023.07.07	15:00:00	161772	162093	161758	161992	108979	393227	1
2023.07.07	15:15:00	161999	162079	161859	161879	72186	248020	1
2023.07.07	15:30:00	161872	161925	161785	161812	58511	208371	1
2023.07.07	15:45:00	161818	161885	161691	161839	59947	208700	1
2023.07.07	16:00:00	161832	161905	161564	161651	80667	295557	1
2023.07.07	16:15:00	161645	161758	161531	161631	75316	283963	1
2023.07.07	16:30:00	161631	161825	161511	161571	82620	305918	1
2023.07.07	16:45:00	161571	161598	161050	161136	140633	536050	1
2023.07.07	17:00:00	161136	161183	160876	160996	80010	316089	1
2023.07.07	17:15:00	161003	161197	160983	161056	47687	166202	1
2023.07.07	17:30:00	161056	161063	160789	160822	51615	165601	1
2023.07.07	17:45:00	160822	160889	160628	160628	24460	82763	1
2023.07.10	09:00:00	160374	160722	159953	160267	203049	519482	1
2023.07.10	09:15:00	160267	160368	160093	160114	138274	388956	1
2023.07.10	09:30:00	160107	160374	160100	160261	131764	401519	1
2023.07.10	09:45:00	160254	160515	160214	160361	128048	384622	1
2023.07.10	10:00:00	160361	160582	159880	159900	265380	835757	1
2023.07.10	10:15:00	159893	160622	159893	160241	256995	815224	1
2023.07.10	10:30:00	160234	160595	160067	160461	245971	766680	1
2023.07.10	10:45:00	160455	160702	160261	160327	240413	765423	1
2023.07.10	11:00:00	160327	160836	160234	160314	193500	638806	1
2023.07.10	11:15:00	160314	160762	160214	160434	199107	649858	1
2023.07.10	11:30:00	160434	160561	160187	160521	155821	496423	1
2023.07.10	11:45:00	160528	160602	160354	160468	100023	329357	1
2023.07.10	12:00:00	160475	160555	159986	160067	118096	388515	1
2023.07.10	12:15:00	160067	160428	160007	160301	111846	385996	1
2023.07.10	12:30:00	160301	160461	160247	160368	69143	231192	1
2023.07.10	12:45:00	160361	160869	160321	160775	108565	355345	1
2023.07.10	13:00:00	160769	160842	160227	160301	122590	410017	1
2023.07.10	13:15:00	160301	160394	160147	160207	88606	311853	1
2023.07.10	13:30:00	160214	160294	160127	160220	64958	217051	1
2023.07.10	13:45:00	160214	160234	159859	160114	118021	402678	1
2023.07.10	14:00:00	160120	160180	160033	160093	77133	273440	1
2023.07.10	14:15:00	160093	160107	159906	159973	74173	266199	1
2023.07.10	14:30:00	159966	160127	159833	159986	118675	416741	1
2023.07.10	14:45:00	159986	160134	159960	160033	78633	283197	1
2023.07.10	15:00:00	160040	160134	159900	160114	79420	280939	1
2023.07.10	15:15:00	160114	160120	159900	159906	72778	293419	1
2023.07.10	15:30:00	159906	159966	159592	159866	146165	537025	1
2023.07.10	15:45:00	159866	160040	159826	159953	79665	300564	1
2023.07.10	16:00:00	159953	160033	159806	159873	77739	275237	1
2023.07.10	16:15:00	159873	159906	159732	159746	63837	233228	1
2023.07.10	16:30:00	159746	159813	159579	159699	98286	357069	1
2023.07.10	16:45:00	159706	159900	159639	159893	73222	269882	1
2023.07.10	17:00:00	159893	159900	159452	159498	94492	339735	1
2023.07.10	17:15:00	159498	159545	159411	159485	49251	157667	1
2023.07.10	17:30:00	159478	159599	159311	159405	60848	207511	1
2023.07.10	17:45:00	159405	159405	159151	159271	34112	124037	1
2023.07.11	09:00:00	160093	160200	159438	159472	250599	598835	1
2023.07.11	09:15:00	159472	159518	158823	158830	242940	743946	1
2023.07.11	09:30:00	158830	159117	158703	159017	193435	590976	1
2023.07.11	09:45:00	159017	159111	158903	158963	86165	255815	1
2023.07.11	10:00:00	158963	159204	158402	158455	353505	1070484	1
2023.07.11	10:15:00	158449	158455	156877	157359	436062	1404564	1
2023.07.11	10:30:00	157366	157640	157031	157051	259751	834428	1
2023.07.11	10:45:00	157051	157198	156496	157118	267378	921687	1
2023.07.11	11:00:00	157118	157459	157018	157225	178717	604446	1
2023.07.11	11:15:00	157225	157706	157212	157466	148070	517878	1
2023.07.11	11:30:00	157459	157566	157352	157439	107785	361657	1
2023.07.11	11:45:00	157439	157633	157419	157513	83094	277897	1
2023.07.11	12:00:00	157513	158047	157125	158007	203541	702025	1
2023.07.11	12:15:00	158007	158435	157920	158261	178770	635176	1
2023.07.11	12:30:00	158255	158409	158088	158295	114002	434812	1
2023.07.11	12:45:00	158288	158322	158068	158094	80114	274177	1
2023.07.11	13:00:00	158094	158261	158047	158175	65789	215724	1
2023.07.11	13:15:00	158175	158435	158154	158275	78537	271627	1
2023.07.11	13:30:00	158268	159010	158248	158736	131304	468555	1
2023.07.11	13:45:00	158736	159064	158729	159004	126137	446141	1
2023.07.11	14:00:00	159004	159224	158910	159057	103867	358569	1
2023.07.11	14:15:00	159057	159191	158963	159117	88458	309476	1
2023.07.11	14:30:00	159117	159171	158937	159010	62718	212103	1
2023.07.11	14:45:00	159004	159064	158883	159044	70719	244446	1
2023.07.11	15:00:00	159044	159104	158897	158997	71383	250578	1
2023.07.11	15:15:00	158997	159030	158703	158863	95245	335139	1
2023.07.11	15:30:00	158870	159057	158863	159004	80829	278231	1
2023.07.11	15:45:00	159010	159084	158917	159024	61026	209613	1
2023.07.11	16:00:00	159017	159278	158990	159151	85103	301606	1
2023.07.11	16:15:00	159151	159385	159111	159291	95622	328623	1
2023.07.11	16:30:00	159291	159298	159004	159124	94990	338019	1
2023.07.11	16:45:00	159131	159251	159010	159070	82655	300308	1
2023.07.11	17:00:00	159070	159104	158843	158917	80420	301197	1
2023.07.11	17:15:00	158923	159117	158836	159117	58617	197501	1
2023.07.11	17:30:00	159117	159137	159037	159044	42416	143274	1
2023.07.11	17:45:00	159044	159398	158917	159398	21222	93625	1
2023.07.12	09:00:00	159806	159973	159318	159752	227233	537835	1
2023.07.12	09:15:00	159759	160127	159425	159539	226808	588283	1
2023.07.12	09:30:00	159545	160943	159405	160321	398397	965328	1
2023.07.12	09:45:00	160321	160448	159953	160374	196945	556809	1
2023.07.12	10:00:00	160381	160628	160053	160281	260066	721968	1
2023.07.12	10:15:00	160281	160635	160093	160421	211246	608488	1
2023.07.12	10:30:00	160421	161103	160334	160702	335065	1050319	1
2023.07.12	10:45:00	160695	160943	160448	160749	215313	662359	1
2023.07.12	11:00:00	160749	160963	160689	160749	119849	372920	1
2023.07.12	11:15:00	160755	160889	160501	160715	150446	464581	1
2023.07.12	11:30:00	160709	160735	160468	160648	123366	383157	1
2023.07.12	11:45:00	160655	160963	160481	160849	149189	484133	1
2023.07.12	12:00:00	160849	161009	160762	160802	108962	353896	1
2023.07.12	12:15:00	160809	160849	160307	160461	153369	518466	1
2023.07.12	12:30:00	160455	160615	159786	160020	187629	645750	1
2023.07.12	12:45:00	160027	160401	159752	160314	134949	438561	1
2023.07.12	13:00:00	160321	160381	160107	160200	73829	235171	1
2023.07.12	13:15:00	160200	160394	160187	160247	61483	194176	1
2023.07.12	13:30:00	160247	160354	160007	160047	82580	266536	1
2023.07.12	13:45:00	160040	160180	159986	160040	65660	208662	1
2023.07.12	14:00:00	160040	160093	159492	159659	145040	487855	1
2023.07.12	14:15:00	159652	159980	159579	159906	102211	347181	1
2023.07.12	14:30:00	159900	159973	159746	159773	71337	241416	1
2023.07.12	14:45:00	159766	159819	159298	159719	157986	555333	1
2023.07.12	15:00:00	159719	159819	159592	159793	72733	229390	1
2023.07.12	15:15:00	159786	159859	159712	159786	48031	154536	1
2023.07.12	15:30:00	159786	159819	159612	159806	80150	274347	1
2023.07.12	15:45:00	159799	159906	159632	159752	91480	313731	1
2023.07.12	16:00:00	159746	159880	159679	159819	63494	217823	1
2023.07.12	16:15:00	159819	159826	159345	159592	133430	464632	1
2023.07.12	16:30:00	159592	159652	159198	159264	127902	428129	1
2023.07.12	16:45:00	159264	159432	158843	158930	153987	562694	1
2023.07.12	17:00:00	158923	159157	158796	158990	88335	311158	1
2023.07.12	17:15:00	158997	159044	158750	158810	67441	206517	1
2023.07.12	17:30:00	158810	158943	158696	158857	61079	188356	1
2023.07.12	17:45:00	158863	159004	158816	158863	23783	82080	1
2023.07.13	09:00:00	159659	160348	159639	159986	254184	654879	1
2023.07.13	09:15:00	159986	160033	159545	159726	182062	483042	1
2023.07.13	09:30:00	159726	159980	159572	159933	218778	579413	1
2023.07.13	09:45:00	159926	160040	159619	159692	146587	392103	1
2023.07.13	10:00:00	159692	160067	159552	159966	261280	712142	1
2023.07.13	10:15:00	159966	161023	159940	160989	387141	1108938	1
2023.07.13	10:30:00	160989	161518	160742	161444	342526	1018463	1
2023.07.13	10:45:00	161451	161899	161243	161785	271462	840600	1
2023.07.13	11:00:00	161778	161845	161551	161798	159996	500218	1
2023.07.13	11:15:00	161792	161845	161571	161785	139194	433996	1
2023.07.13	11:30:00	161785	161972	161678	161745	123720	371909	1
2023.07.13	11:45:00	161738	161805	161558	161745	88405	272601	1
2023.07.13	12:00:00	161745	161765	161391	161451	120726	359721	1
2023.07.13	12:15:00	161444	161571	161404	161417	79925	244408	1
2023.07.13	12:30:00	161424	161524	161210	161491	114400	356175	1
2023.07.13	12:45:00	161498	161651	161451	161631	68106	209195	1
2023.07.13	13:00:00	161625	161725	161584	161725	61655	188337	1
2023.07.13	13:15:00	161725	161932	161698	161892	92866	300634	1
2023.07.13	13:30:00	161892	162039	161812	161845	108677	371983	1
2023.07.13	13:45:00	161839	161972	161812	161872	59836	191750	1
2023.07.13	14:00:00	161879	161959	161732	161758	72017	227512	1
2023.07.13	14:15:00	161765	161772	161491	161578	103528	330575	1
2023.07.13	14:30:00	161578	161631	161417	161591	85526	275759	1
2023.07.13	14:45:00	161584	161725	161578	161651	65646	213853	1
2023.07.13	15:00:00	161658	161752	161598	161705	64576	209967	1
2023.07.13	15:15:00	161705	161772	161571	161651	81370	262055	1
2023.07.13	15:30:00	161658	161671	161264	161310	119107	420661	1
2023.07.13	15:45:00	161304	161391	161177	161357	108211	367468	1
2023.07.13	16:00:00	161357	161464	161310	161437	63580	219202	1
2023.07.13	16:15:00	161431	161531	161377	161451	61580	210653	1
2023.07.13	16:30:00	161451	161491	161270	161451	87906	309857	1
2023.07.13	16:45:00	161451	161464	161223	161257	71534	282128	1
2023.07.13	17:00:00	161257	161324	161177	161304	62616	228468	1
2023.07.13	17:15:00	161304	161477	161290	161457	57457	196433	1
2023.07.13	17:30:00	161457	161477	161290	161417	53557	177188	1
2023.07.13	17:45:00	161417	161491	161096	161096	23247	86803	1
2023.07.14	09:00:00	161444	161758	161284	161404	231062	528305	1
2023.07.14	09:15:00	161411	161511	161230	161330	139586	379230	1
2023.07.14	09:30:00	161337	161357	160976	160996	162549	475603	1
2023.07.14	09:45:00	160989	161070	160929	160976	91828	265725	1
2023.07.14	10:00:00	160976	161210	160655	160809	302302	893998	1
2023.07.14	10:15:00	160802	160882	160207	160441	270124	865935	1
2023.07.14	10:30:00	160441	160495	159966	159966	240297	760858	1
2023.07.14	10:45:00	159966	160548	159953	160521	176172	577113	1
2023.07.14	11:00:00	160515	160896	160207	160582	240710	737808	1
2023.07.14	11:15:00	160575	160608	160247	160287	147057	457320	1
2023.07.14	11:30:00	160287	160488	159986	160100	159082	525156	1
2023.07.14	11:45:00	160100	160114	159512	160013	200232	689721	1
2023.07.14	12:00:00	160013	160287	159920	160207	114129	371411	1
2023.07.14	12:15:00	160200	160327	160040	160154	93262	300258	1
2023.07.14	12:30:00	160154	160227	160047	160080	54475	175585	1
2023.07.14	12:45:00	160073	160167	160000	160080	51815	161548	1
2023.07.14	13:00:00	160080	160093	159886	159960	68069	223602	1
2023.07.14	13:15:00	159960	159966	159325	159432	177161	610840	1
2023.07.14	13:30:00	159432	159572	159284	159485	101271	337638	1
2023.07.14	13:45:00	159485	159712	159371	159559	97590	336861	1
2023.07.14	14:00:00	159559	159612	159425	159532	62150	206638	1
2023.07.14	14:15:00	159525	159799	159338	159679	108904	376045	1
2023.07.14	14:30:00	159679	159759	159505	159552	72070	235204	1
2023.07.14	14:45:00	159559	159572	159198	159231	103013	340548	1
2023.07.14	15:00:00	159224	159378	158997	159010	123803	420806	1
2023.07.14	15:15:00	159010	159264	158910	159111	123223	416247	1
2023.07.14	15:30:00	159111	159184	158897	159084	93116	315443	1
2023.07.14	15:45:00	159077	159218	158963	159004	68310	223558	1
2023.07.14	16:00:00	159010	159131	158863	159070	83445	281805	1
2023.07.14	16:15:00	159070	159177	158903	159024	81826	284463	1
2023.07.14	16:30:00	159017	159264	159017	159144	84116	292646	1
2023.07.14	16:45:00	159144	159338	159030	159151	88729	305862	1
2023.07.14	17:00:00	159151	159204	158810	158943	81877	297491	1
2023.07.14	17:15:00	158943	159124	158890	159030	42843	139736	1
2023.07.14	17:30:00	159037	159184	158997	159117	40220	134816	1
2023.07.14	17:45:00	159117	159137	158950	159077	25439	88095	1
2023.07.17	09:00:00	158729	158930	158348	158883	188387	452411	1
2023.07.17	09:15:00	158883	158977	158649	158649	114475	303380	1
2023.07.17	09:30:00	158649	158863	158556	158743	164770	449158	1
2023.07.17	09:45:00	158750	158857	158522	158542	139233	395675	1
2023.07.17	10:00:00	158542	158542	157793	157914	316506	955123	1
2023.07.17	10:15:00	157914	158977	157894	158154	364169	1121718	1
2023.07.17	10:30:00	158154	158275	157539	158061	292512	909827	1
2023.07.17	10:45:00	158061	159184	158014	158783	273508	929568	1
2023.07.17	11:00:00	158783	159064	158288	158562	235328	755812	1
2023.07.17	11:15:00	158556	158589	158288	158522	100192	330991	1
2023.07.17	11:30:00	158529	158656	158368	158542	133243	448952	1
2023.07.17	11:45:00	158549	158623	158275	158536	126397	442428	1
2023.07.17	12:00:00	158542	158683	158455	158623	96459	320160	1
2023.07.17	12:15:00	158623	158963	158609	158736	119495	400867	1
2023.07.17	12:30:00	158736	158803	158542	158623	80082	261380	1
2023.07.17	12:45:00	158623	158756	158482	158743	86594	285095	1
2023.07.17	13:00:00	158750	159097	158689	159010	102166	340952	1
2023.07.17	13:15:00	159017	159218	158943	159191	93875	300074	1
2023.07.17	13:30:00	159191	159291	159044	159177	97950	330348	1
2023.07.17	13:45:00	159184	159251	159111	159171	57252	195758	1
2023.07.17	14:00:00	159171	159231	159091	159191	62156	208212	1
2023.07.17	14:15:00	159191	159218	158997	159091	70470	229670	1
2023.07.17	14:30:00	159091	159799	159064	159679	155923	530598	1
2023.07.17	14:45:00	159672	159913	159619	159699	129710	415145	1
2023.07.17	15:00:00	159692	159706	159452	159512	76876	255068	1
2023.07.17	15:15:00	159518	159559	159405	159445	59589	201808	1
2023.07.17	15:30:00	159445	159465	159298	159385	63183	208090	1
2023.07.17	15:45:00	159391	159485	159311	159351	58631	188845	1
2023.07.17	16:00:00	159345	159478	159338	159411	51902	169324	1
2023.07.17	16:15:00	159405	159525	159251	159298	88392	295379	1
2023.07.17	16:30:00	159298	159679	159224	159659	105468	360277	1
2023.07.17	16:45:00	159659	159853	159612	159833	78134	268525	1
2023.07.17	17:00:00	159833	159926	159752	159906	59413	194721	1
2023.07.17	17:15:00	159906	160060	159813	160000	72632	237430	1
2023.07.17	17:30:00	160007	160053	159920	159973	41897	131616	1
2023.07.17	17:45:00	159966	160033	159766	159900	25056	95990	1
2023.07.18	09:00:00	159799	159940	159592	159605	174794	416209	1
2023.07.18	09:15:00	159612	159900	159612	159719	121971	320157	1
2023.07.18	09:30:00	159719	160040	159325	159358	273077	754435	1
2023.07.18	09:45:00	159358	159752	159191	159498	199554	599606	1
2023.07.18	10:00:00	159492	159518	159084	159298	275713	761591	1
2023.07.18	10:15:00	159304	159358	158823	159231	306453	881459	1
2023.07.18	10:30:00	159224	160281	158843	159679	391254	1241311	1
2023.07.18	10:45:00	159686	160414	159579	160341	289585	887402	1
2023.07.18	11:00:00	160341	160381	159759	159913	195101	600056	1
2023.07.18	11:15:00	159913	160007	159645	159986	169613	536953	1
2023.07.18	11:30:00	159986	160114	159672	159746	174914	541348	1
2023.07.18	11:45:00	159746	160000	159585	159920	158937	514778	1
2023.07.18	12:00:00	159920	160033	159699	159793	115600	388705	1
2023.07.18	12:15:00	159786	159906	159345	159458	113661	384477	1
2023.07.18	12:30:00	159452	159799	159438	159726	113811	373970	1
2023.07.18	12:45:00	159726	159859	159639	159813	64058	212379	1
2023.07.18	13:00:00	159813	159913	159706	159819	70302	237476	1
2023.07.18	13:15:00	159813	159839	159639	159759	64916	224234	1
2023.07.18	13:30:00	159752	159839	159518	159565	97001	341457	1
2023.07.18	13:45:00	159565	159565	158656	158689	198826	737705	1
2023.07.18	14:00:00	158696	158796	158328	158723	221484	858469	1
2023.07.18	14:15:00	158729	159131	158696	159084	105031	382744	1
2023.07.18	14:30:00	159077	159432	159064	159318	111712	415908	1
2023.07.18	14:45:00	159318	159425	159211	159244	86569	318760	1
2023.07.18	15:00:00	159251	159411	159137	159231	98715	354995	1
2023.07.18	15:15:00	159224	159318	159184	159304	55687	194955	1
2023.07.18	15:30:00	159304	159505	159238	159331	77514	282288	1
2023.07.18	15:45:00	159325	159438	159077	159137	83467	293328	1
2023.07.18	16:00:00	159131	159224	158870	159057	121602	431171	1
2023.07.18	16:15:00	159050	159070	158890	159044	78759	268332	1
2023.07.18	16:30:00	159037	159432	159030	159345	132752	481972	1
2023.07.18	16:45:00	159338	159465	159318	159378	65396	231834	1
2023.07.18	17:00:00	159371	159411	158963	159070	84933	290563	1
2023.07.18	17:15:00	159070	159077	158736	158790	65852	220566	1
2023.07.18	17:30:00	158790	159030	158709	158963	60346	206470	1
2023.07.18	17:45:00	158970	159184	158957	159091	20325	80219	1
2023.07.19	09:00:00	159331	159478	158917	159104	192035	464519	1
2023.07.19	09:15:00	159104	159144	158429	158449	171489	465033	1
2023.07.19	09:30:00	158442	158596	158168	158516	238672	685661	1
2023.07.19	09:45:00	158516	158736	158429	158482	154060	451559	1
2023.07.19	10:00:00	158482	158656	157934	158616	335289	992716	1
2023.07.19	10:15:00	158616	158723	158034	158475	290486	893017	1
2023.07.19	10:30:00	158482	159211	158415	158656	295495	912541	1
2023.07.19	10:45:00	158656	159184	158502	159151	199442	607566	1
2023.07.19	11:00:00	159157	159204	158549	158556	195306	605585	1
2023.07.19	11:15:00	158549	158970	158536	158683	131401	412064	1
2023.07.19	11:30:00	158683	158750	158161	158315	208488	693634	1
2023.07.19	11:45:00	158315	158348	158141	158175	106873	352847	1
2023.07.19	12:00:00	158175	158188	157706	157800	198671	681862	1
2023.07.19	12:15:00	157800	157947	157666	157941	96130	309661	1
2023.07.19	12:30:00	157941	158047	157600	157820	132830	451892	1
2023.07.19	12:45:00	157813	157900	157372	157419	146925	505971	1
2023.07.19	13:00:00	157426	157633	157379	157613	101936	357558	1
2023.07.19	13:15:00	157606	157773	157579	157727	77007	262036	1
2023.07.19	13:30:00	157733	157874	157646	157847	65291	231993	1
2023.07.19	13:45:00	157840	157934	157733	157907	72808	248726	1
2023.07.19	14:00:00	157914	158034	157733	158034	74521	248262	1
2023.07.19	14:15:00	158027	158101	157934	158054	80803	278844	1
2023.07.19	14:30:00	158054	158255	158014	158148	101853	352837	1
2023.07.19	14:45:00	158148	158168	158001	158081	62506	219077	1
2023.07.19	15:00:00	158081	158208	158014	158101	69492	253633	1
2023.07.19	15:15:00	158101	158609	158074	158522	127645	462539	1
2023.07.19	15:30:00	158529	159131	158489	158917	188782	734970	1
2023.07.19	15:45:00	158910	159398	158910	158984	169965	636941	1
2023.07.19	16:00:00	158984	159177	158830	158943	107416	401047	1
2023.07.19	16:15:00	158937	159004	158736	158816	77156	289027	1
2023.07.19	16:30:00	158816	158843	158596	158656	76899	279545	1
2023.07.19	16:45:00	158656	158796	158623	158783	66716	243936	1
2023.07.19	17:00:00	158790	158830	158623	158676	43429	149702	1
2023.07.19	17:15:00	158676	158783	158569	158709	60527	211982	1
2023.07.19	17:30:00	158716	158756	158562	158609	32880	113749	1
2023.07.19	17:45:00	158609	158663	158536	158663	18220	72640	1
2023.07.20	09:00:00	159064	159298	158629	159251	257318	653336	1
2023.07.20	09:15:00	159251	159458	159104	159358	146345	386583	1
2023.07.20	09:30:00	159358	159779	159291	159492	232097	637746	1
2023.07.20	09:45:00	159492	159585	159291	159438	130338	369130	1
2023.07.20	10:00:00	159438	159539	159151	159218	245649	705902	1
2023.07.20	10:15:00	159224	159458	159044	159151	241472	727411	1
2023.07.20	10:30:00	159157	159198	158382	158489	362413	1149282	1
2023.07.20	10:45:00	158489	159278	158462	159191	243210	784167	1
2023.07.20	11:00:00	159184	159338	158836	158950	223692	726106	1
2023.07.20	11:15:00	158943	159164	158609	158703	173176	574231	1
2023.07.20	11:30:00	158703	159037	158529	158877	207334	682274	1
2023.07.20	11:45:00	158870	159238	158790	159191	139865	495970	1
2023.07.20	12:00:00	159191	159659	159164	159418	174402	625204	1
2023.07.20	12:15:00	159411	159485	159204	159251	90526	334687	1
2023.07.20	12:30:00	159258	159271	158803	159084	150923	533521	1
2023.07.20	12:45:00	159084	159184	158903	159184	89246	304000	1
2023.07.20	13:00:00	159184	159258	159010	159111	92756	311717	1
2023.07.20	13:15:00	159111	159157	158943	159010	67639	222253	1
2023.07.20	13:30:00	159004	159077	158783	158810	99095	340353	1
2023.07.20	13:45:00	158810	158970	158783	158917	77044	272514	1
2023.07.20	14:00:00	158910	159064	158877	158984	68262	229147	1
2023.07.20	14:15:00	158990	159117	158970	159030	52755	188832	1
2023.07.20	14:30:00	159030	159164	158977	159057	73055	265816	1
2023.07.20	14:45:00	159057	159070	158897	159037	73077	256977	1
2023.07.20	15:00:00	159044	159124	158830	159010	107515	402183	1
2023.07.20	15:15:00	159004	159191	158830	158836	85768	303188	1
2023.07.20	15:30:00	158843	159104	158816	159010	74333	277842	1
2023.07.20	15:45:00	159017	159278	159010	159064	86902	307914	1
2023.07.20	16:00:00	159064	159184	158970	158977	69799	241147	1
2023.07.20	16:15:00	158984	159218	158937	159191	85246	303345	1
2023.07.20	16:30:00	159198	159525	159191	159438	131101	469749	1
2023.07.20	16:45:00	159438	159465	159291	159351	60895	227645	1
2023.07.20	17:00:00	159345	159371	159211	159271	55539	189858	1
2023.07.20	17:15:00	159271	159498	159271	159418	48279	158470	1
2023.07.20	17:30:00	159425	159505	159365	159391	42171	136333	1
2023.07.20	17:45:00	159391	159592	159278	159592	21742	82748	1
2023.07.21	09:00:00	159264	159385	158910	159371	187843	438046	1
2023.07.21	09:15:00	159371	159445	158943	159144	225519	610606	1
2023.07.21	09:30:00	159151	159532	159117	159231	163457	465150	1
2023.07.21	09:45:00	159224	159719	159184	159539	183050	548473	1
2023.07.21	10:00:00	159539	159926	159318	159478	250954	740306	1
2023.07.21	10:15:00	159478	161036	159472	161030	410114	1292127	1
2023.07.21	10:30:00	161030	161264	160709	160976	310237	999124	1
2023.07.21	10:45:00	160983	161698	160916	161671	275471	978804	1
2023.07.21	11:00:00	161671	162032	161544	161925	202891	734494	1
2023.07.21	11:15:00	161925	162467	161892	162086	208910	715441	1
2023.07.21	11:30:00	162093	162113	161845	162006	114521	382923	1
2023.07.21	11:45:00	162006	162186	161892	161905	100812	359471	1
2023.07.21	12:00:00	161905	162246	161905	162173	107998	395454	1
2023.07.21	12:15:00	162180	162447	162073	162079	125543	468883	1
2023.07.21	12:30:00	162079	162300	162046	162240	93243	366817	1
2023.07.21	12:45:00	162246	162273	162066	162193	76064	277246	1
2023.07.21	13:00:00	162193	162273	162039	162079	58955	205563	1
2023.07.21	13:15:00	162079	162139	161972	161992	62440	234398	1
2023.07.21	13:30:00	161992	162139	161992	162126	57802	208581	1
2023.07.21	13:45:00	162126	162206	162032	162146	64748	253927	1
2023.07.21	14:00:00	162139	162200	161979	161992	57588	216150	1
2023.07.21	14:15:00	161992	162053	161738	161818	113907	419611	1
2023.07.21	14:30:00	161818	161832	161598	161605	100666	364422	1
2023.07.21	14:45:00	161605	161752	161605	161645	68575	242849	1
2023.07.21	15:00:00	161645	162006	161605	161952	104835	380457	1
2023.07.21	15:15:00	161952	162380	161952	162347	128518	502139	1
2023.07.21	15:30:00	162340	162414	162113	162119	107358	417745	1
2023.07.21	15:45:00	162126	162253	162073	162093	69816	263330	1
2023.07.21	16:00:00	162099	162119	161859	161912	82143	315017	1
2023.07.21	16:15:00	161912	162173	161905	162159	79171	299877	1
2023.07.21	16:30:00	162159	162287	162079	162213	92757	358042	1
2023.07.21	16:45:00	162213	162387	162166	162226	104918	401830	1
2023.07.21	17:00:00	162226	162353	162159	162307	57601	213331	1
2023.07.21	17:15:00	162307	162500	162233	162373	78689	278111	1
2023.07.21	17:30:00	162373	162420	162240	162360	55982	196320	1
2023.07.21	17:45:00	162353	162514	162233	162514	34669	114387	1
2023.07.24	09:00:00	162099	162607	161952	162213	210858	477077	1
2023.07.24	09:15:00	162213	162574	161979	162561	198991	520499	1
2023.07.24	09:30:00	162554	162567	161919	162073	184078	507183	1
2023.07.24	09:45:00	162066	162373	161986	162200	147378	437194	1
2023.07.24	10:00:00	162206	162728	161912	162648	313446	945746	1
2023.07.24	10:15:00	162648	162674	161852	162273	282330	812799	1
2023.07.24	10:30:00	162273	162514	161805	162260	261880	787367	1
2023.07.24	10:45:00	162260	162768	162126	162273	264898	808961	1
2023.07.24	11:00:00	162273	162427	162046	162093	153636	475230	1
2023.07.24	11:15:00	162086	162206	161865	162166	151912	472862	1
2023.07.24	11:30:00	162166	162688	162059	162674	175652	561988	1
2023.07.24	11:45:00	162674	164032	162628	163630	347691	1203558	1
2023.07.24	12:00:00	163630	163911	163490	163691	143055	478753	1
2023.07.24	12:15:00	163697	164185	163590	163831	152884	529753	1
2023.07.24	12:30:00	163831	164226	163791	164159	123527	415252	1
2023.07.24	12:45:00	164152	164159	163951	163991	73362	244840	1
2023.07.24	13:00:00	163991	164018	163691	163751	76390	254687	1
2023.07.24	13:15:00	163751	163838	163704	163731	53384	183247	1
2023.07.24	13:30:00	163724	163784	163691	163737	33618	119906	1
2023.07.24	13:45:00	163744	163824	163697	163818	45916	156612	1
2023.07.24	14:00:00	163818	163911	163637	163798	104318	347063	1
2023.07.24	14:15:00	163798	163824	163650	163671	52631	179397	1
2023.07.24	14:30:00	163671	163684	163383	163570	126094	455331	1
2023.07.24	14:45:00	163570	163604	163049	163089	134380	489011	1
2023.07.24	15:00:00	163096	163711	163075	163510	125882	448867	1
