<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.04.14	09:00:00	195854	196723	195854	196534	103913	301418	1
2021.04.14	09:15:00	196526	196674	196305	196354	82516	255775	1
2021.04.14	09:30:00	196346	196461	196248	196305	75706	260456	1
2021.04.14	09:45:00	196313	196493	196092	196207	115608	412915	1
2021.04.14	10:00:00	196198	197125	196076	196993	204100	759579	1
2021.04.14	10:15:00	197002	197084	196608	196854	136416	509050	1
2021.04.14	10:30:00	196846	197592	196838	197338	205813	788097	1
2021.04.14	10:45:00	197346	197797	197280	197665	129968	514807	1
2021.04.14	11:00:00	197665	197829	197575	197690	84787	329212	1
2021.04.14	11:15:00	197682	197805	197592	197649	72935	310672	1
2021.04.14	11:30:00	197649	198051	197641	197936	108519	433426	1
2021.04.14	11:45:00	197944	198247	197911	198206	78634	322426	1
2021.04.14	12:00:00	198206	198264	198026	198133	66600	263497	1
2021.04.14	12:15:00	198133	198247	197960	198215	64191	261083	1
2021.04.14	12:30:00	198206	198239	198010	198051	40675	166676	1
2021.04.14	12:45:00	198042	198165	198034	198149	34069	150572	1
2021.04.14	13:00:00	198141	198165	197928	197993	64377	264634	1
2021.04.14	13:15:00	198001	198141	197969	198034	38698	156764	1
2021.04.14	13:30:00	198034	198657	198010	198452	82251	360963	1
2021.04.14	13:45:00	198444	198936	198305	198821	118919	501339	1
2021.04.14	14:00:00	198821	198837	198436	198641	73401	311231	1
2021.04.14	14:15:00	198649	198895	198583	198665	77126	341209	1
2021.04.14	14:30:00	198673	198723	198280	198403	83761	371496	1
2021.04.14	14:45:00	198395	198477	198092	198255	83126	370281	1
2021.04.14	15:00:00	198264	198305	197583	198034	158423	650852	1
2021.04.14	15:15:00	198042	198264	197936	198075	84396	357361	1
2021.04.14	15:30:00	198075	198141	197797	197993	80463	358094	1
2021.04.14	15:45:00	197985	198026	197600	197747	76273	363290	1
2021.04.14	16:00:00	197756	197903	197485	197895	114166	516570	1
2021.04.14	16:15:00	197895	198042	197797	197960	75286	338230	1
2021.04.14	16:30:00	197960	198165	197805	198100	74665	336473	1
2021.04.14	16:45:00	198108	198133	197805	197887	63431	293813	1
2021.04.14	17:00:00	197895	198018	197747	197788	42704	184914	1
2021.04.14	17:15:00	197788	197887	197715	197854	31701	131829	1
2021.04.14	17:30:00	197846	197985	197813	197895	26293	102833	1
2021.04.14	17:45:00	197895	198042	197764	198042	18466	70689	1
2021.04.15	09:00:00	198329	198444	198034	198305	134951	392133	1
2021.04.15	09:15:00	198313	198485	198133	198280	107247	343531	1
2021.04.15	09:30:00	198280	198436	197936	198198	111469	394421	1
2021.04.15	09:45:00	198190	198739	198149	198600	141738	473468	1
2021.04.15	10:00:00	198592	199141	198395	199091	188058	694438	1
2021.04.15	10:15:00	199100	199444	198862	199280	190019	715657	1
2021.04.15	10:30:00	199288	199772	199231	199272	196817	788469	1
2021.04.15	10:45:00	199280	199550	199042	199329	161983	592396	1
2021.04.15	11:00:00	199321	199386	198837	199091	176673	627971	1
2021.04.15	11:15:00	199091	199182	198780	198870	144466	614505	1
2021.04.15	11:30:00	198862	198969	198526	198624	145125	639544	1
2021.04.15	11:45:00	198624	198698	197838	198288	178863	788283	1
2021.04.15	12:00:00	198280	198600	198174	198436	129159	578309	1
2021.04.15	12:15:00	198436	198632	198255	198592	116108	530426	1
2021.04.15	12:30:00	198592	198755	198321	198641	122411	495511	1
2021.04.15	12:45:00	198632	198723	198280	198632	111726	421570	1
2021.04.15	13:00:00	198641	198887	198510	198551	99963	384974	1
2021.04.15	13:15:00	198542	199157	198518	199067	99005	398263	1
2021.04.15	13:30:00	199067	199247	198919	198944	103690	448173	1
2021.04.15	13:45:00	198944	198960	198542	198567	114264	485902	1
2021.04.15	14:00:00	198559	198821	198403	198460	120502	513712	1
2021.04.15	14:15:00	198460	198592	198116	198223	111888	446172	1
2021.04.15	14:30:00	198223	198510	198067	198493	115528	491065	1
2021.04.15	14:45:00	198493	198723	198067	198592	170702	749257	1
2021.04.15	15:00:00	198592	198657	197674	197674	161240	691883	1
2021.04.15	15:15:00	197674	198305	197575	198255	136155	503384	1
2021.04.15	15:30:00	198264	198444	198092	198419	109518	437230	1
2021.04.15	15:45:00	198411	198551	198321	198436	86080	356413	1
2021.04.15	16:00:00	198444	198518	198206	198354	94506	402867	1
2021.04.15	16:15:00	198346	198624	198034	198083	109762	413109	1
2021.04.15	16:30:00	198083	198551	198075	198526	91093	351473	1
2021.04.15	16:45:00	198518	198567	198042	198493	84787	331393	1
2021.04.15	17:00:00	198493	198657	198198	198272	59255	210939	1
2021.04.15	17:15:00	198272	198452	198223	198436	30832	100415	1
2021.04.15	17:30:00	198428	198632	198329	198608	33553	115885	1
2021.04.15	17:45:00	198600	198813	198526	198739	21997	71940	1
2021.04.16	09:00:00	198657	199001	198485	198698	134773	392546	1
2021.04.16	09:15:00	198698	198878	198346	198411	135033	416359	1
2021.04.16	09:30:00	198411	198411	198133	198255	103909	354931	1
2021.04.16	09:45:00	198255	198403	198149	198280	94160	329293	1
2021.04.16	10:00:00	198288	198370	197977	198165	203237	750010	1
2021.04.16	10:15:00	198165	198682	198026	198657	198121	728375	1
2021.04.16	10:30:00	198657	199100	198264	198362	264455	1070777	1
2021.04.16	10:45:00	198362	198452	197764	197854	179144	754481	1
2021.04.16	11:00:00	197854	198165	197706	198100	155921	608839	1
2021.04.16	11:15:00	198092	198215	197919	198182	106483	431984	1
2021.04.16	11:30:00	198190	198887	198174	198706	193150	781426	1
2021.04.16	11:45:00	198706	198936	198534	198542	130146	522755	1
2021.04.16	12:00:00	198534	198985	198493	198706	128275	533805	1
2021.04.16	12:15:00	198698	199116	198624	198895	122002	522943	1
2021.04.16	12:30:00	198903	198960	198608	198673	91529	398477	1
2021.04.16	12:45:00	198665	199264	198624	198936	124217	510500	1
2021.04.16	13:00:00	198936	199108	198837	199075	91638	386026	1
2021.04.16	13:15:00	199083	199419	199018	199026	114776	465963	1
2021.04.16	13:30:00	199034	199124	198911	198944	80063	395669	1
2021.04.16	13:45:00	198952	198993	198649	198936	101635	446936	1
2021.04.16	14:00:00	198928	199042	198805	198878	71688	337114	1
2021.04.16	14:15:00	198870	199190	198829	199132	96158	431434	1
2021.04.16	14:30:00	199132	199272	198969	199157	74658	322882	1
2021.04.16	14:45:00	199165	199559	199091	199419	107177	480309	1
2021.04.16	15:00:00	199427	199714	199378	199534	106789	445727	1
2021.04.16	15:15:00	199534	199739	199411	199436	88526	389828	1
2021.04.16	15:30:00	199427	199452	199198	199264	84221	419701	1
2021.04.16	15:45:00	199255	199329	199116	199231	83394	395037	1
2021.04.16	16:00:00	199239	199296	198985	199231	77238	339607	1
2021.04.16	16:15:00	199231	199345	198862	199059	94108	402404	1
2021.04.16	16:30:00	199059	199124	198846	199100	72736	314008	1
2021.04.16	16:45:00	199100	199288	199009	199157	78057	351000	1
2021.04.16	17:00:00	199149	199386	199091	199362	40927	175281	1
2021.04.16	17:15:00	199370	199427	199214	199313	36236	146479	1
2021.04.16	17:30:00	199305	199354	199141	199223	27465	115611	1
2021.04.16	17:45:00	199214	199345	199182	199345	16085	65745	1
2021.04.19	09:00:00	199149	199845	199091	199444	129913	389048	1
2021.04.19	09:15:00	199444	199534	199296	199427	93994	305196	1
2021.04.19	09:30:00	199427	199436	199116	199231	116361	398467	1
2021.04.19	09:45:00	199231	199329	199182	199198	52120	187063	1
2021.04.19	10:00:00	199206	199231	198829	198936	173689	615887	1
2021.04.19	10:15:00	198936	199214	198764	198788	171217	596347	1
2021.04.19	10:30:00	198796	199493	198690	199165	253986	935839	1
2021.04.19	10:45:00	199165	199370	198870	199050	178396	652993	1
2021.04.19	11:00:00	199050	199132	198477	198837	211913	823350	1
2021.04.19	11:15:00	198846	199632	198641	199616	204481	837169	1
2021.04.19	11:30:00	199608	200075	199567	199591	182735	768312	1
2021.04.19	11:45:00	199591	199788	199345	199354	126046	562156	1
2021.04.19	12:00:00	199354	200124	199190	199895	195024	826972	1
2021.04.19	12:15:00	199903	200673	199706	200616	158785	673993	1
2021.04.19	12:30:00	200616	200747	200149	200173	114487	447088	1
2021.04.19	12:45:00	200165	200354	200075	200247	81150	331150	1
2021.04.19	13:00:00	200247	200452	200034	200165	99004	380048	1
2021.04.19	13:15:00	200165	200558	200034	200108	80841	300927	1
2021.04.19	13:30:00	200099	200116	199509	199518	121237	481566	1
2021.04.19	13:45:00	199518	199706	199354	199632	99108	394581	1
2021.04.19	14:00:00	199624	199895	199583	199673	91362	367256	1
2021.04.19	14:15:00	199665	199927	199608	199870	71005	263735	1
2021.04.19	14:30:00	199870	200149	199747	199895	110512	397697	1
2021.04.19	14:45:00	199903	199977	199673	199845	73680	284684	1
2021.04.19	15:00:00	199837	200009	199682	199985	83474	314435	1
2021.04.19	15:15:00	199985	200558	199878	200165	130756	488954	1
2021.04.19	15:30:00	200157	200173	199526	199706	127750	527457	1
2021.04.19	15:45:00	199714	199862	199583	199772	76441	317722	1
2021.04.19	16:00:00	199772	199886	199518	199632	88250	348215	1
2021.04.19	16:15:00	199624	199665	198411	198551	182561	778777	1
2021.04.19	16:30:00	198542	199165	198444	199100	107592	461493	1
2021.04.19	16:45:00	199100	199214	199026	199108	72577	317678	1
2021.04.19	17:00:00	199108	199149	198764	198870	50573	208297	1
2021.04.19	17:15:00	198878	199001	198813	198854	32165	128304	1
2021.04.19	17:30:00	198854	199026	198755	198993	32826	131344	1
2021.04.19	17:45:00	199001	199067	198870	198895	16016	68042	1
2021.04.20	09:00:00	198165	198501	197993	198321	117182	348231	1
2021.04.20	09:15:00	198321	198657	198272	198305	124030	388034	1
2021.04.20	09:30:00	198305	198411	198239	198354	69784	241015	1
2021.04.20	09:45:00	198362	198436	198198	198395	77359	278337	1
2021.04.20	10:00:00	198395	199182	198247	199157	249115	926036	1
2021.04.20	10:15:00	199157	199583	199083	199165	199366	778087	1
2021.04.20	10:30:00	199165	199337	198731	198780	202380	812137	1
2021.04.20	10:45:00	198780	198788	197895	198206	277376	1161974	1
2021.04.20	11:00:00	198206	199018	198083	198969	175953	722053	1
2021.04.20	11:15:00	198977	199132	198747	198887	167940	656524	1
2021.04.20	11:30:00	198895	198911	198124	198190	165575	674363	1
2021.04.20	11:45:00	198190	198485	197969	198337	160891	661929	1
2021.04.20	12:00:00	198346	198575	198075	198485	127417	504387	1
2021.04.20	12:15:00	198485	198518	197526	197731	179176	756060	1
2021.04.20	12:30:00	197731	197879	197362	197829	152030	628170	1
2021.04.20	12:45:00	197829	198108	197592	198083	108219	454582	1
2021.04.20	13:00:00	198075	198215	197731	197821	104373	423942	1
2021.04.20	13:15:00	197821	197936	197518	197649	89417	360956	1
2021.04.20	13:30:00	197649	197797	197526	197559	69292	281126	1
2021.04.20	13:45:00	197567	197690	197206	197461	90241	379537	1
2021.04.20	14:00:00	197461	197469	197116	197379	92481	376136	1
2021.04.20	14:15:00	197379	197567	197125	197370	96974	396024	1
2021.04.20	14:30:00	197370	197723	197297	197624	89110	367266	1
2021.04.20	14:45:00	197616	197952	197444	197838	99904	414438	1
2021.04.20	15:00:00	197838	198083	197469	197510	109389	453365	1
2021.04.20	15:15:00	197510	197723	197288	197428	99488	391662	1
2021.04.20	15:30:00	197436	197624	197223	197608	88647	365759	1
2021.04.20	15:45:00	197608	197616	197231	197354	78719	321769	1
2021.04.20	16:00:00	197346	197690	197329	197674	68750	286304	1
2021.04.20	16:15:00	197674	197723	197338	197338	65716	262985	1
2021.04.20	16:30:00	197346	197657	197133	197633	99740	416352	1
2021.04.20	16:45:00	197624	197756	197493	197600	73879	302530	1
2021.04.20	17:00:00	197600	197624	197239	197305	59645	242115	1
2021.04.20	17:15:00	197313	197362	197141	197206	32833	132160	1
2021.04.20	17:30:00	197206	197272	197149	197223	26223	103932	1
2021.04.20	17:45:00	197231	197329	197108	197133	22038	70993	1
2021.04.22	09:00:00	197960	198296	197452	198174	155385	434234	1
2021.04.22	09:15:00	198165	198403	198083	198157	112531	348288	1
2021.04.22	09:30:00	198165	198477	198116	198362	111523	359665	1
2021.04.22	09:45:00	198362	198616	198354	198583	93902	325315	1
2021.04.22	10:00:00	198592	199018	198559	198673	192386	649082	1
2021.04.22	10:15:00	198665	198772	198313	198739	173516	611992	1
2021.04.22	10:30:00	198739	199083	198477	198592	238029	896073	1
2021.04.22	10:45:00	198592	198673	197059	197141	285786	1127726	1
2021.04.22	11:00:00	197149	197305	196707	196993	213015	836592	1
2021.04.22	11:15:00	196993	198108	196985	198067	208430	819993	1
2021.04.22	11:30:00	198067	198878	197985	198010	198071	823833	1
2021.04.22	11:45:00	198010	198165	197534	197690	157279	644987	1
2021.04.22	12:00:00	197690	197985	197575	197846	111952	474356	1
2021.04.22	12:15:00	197846	198026	197551	197608	93339	393120	1
2021.04.22	12:30:00	197608	197985	197370	197928	139774	547501	1
2021.04.22	12:45:00	197928	198083	197674	197723	99201	376573	1
2021.04.22	13:00:00	197723	198034	197551	197919	95866	374958	1
2021.04.22	13:15:00	197919	198362	197879	198026	128876	503157	1
2021.04.22	13:30:00	198026	198215	197731	198018	98970	383108	1
2021.04.22	13:45:00	198018	198051	197698	197780	91057	349812	1
2021.04.22	14:00:00	197780	197969	196157	196641	251007	1030964	1
2021.04.22	14:15:00	196633	197067	196076	196977	186241	722792	1
2021.04.22	14:30:00	196977	197100	196264	196305	145358	572638	1
2021.04.22	14:45:00	196305	197018	196231	196780	146622	582480	1
2021.04.22	15:00:00	196780	196936	196264	196928	130726	494192	1
2021.04.22	15:15:00	196928	197379	196756	197288	110116	462160	1
2021.04.22	15:30:00	197297	197329	196789	197059	94227	383462	1
2021.04.22	15:45:00	197051	197059	196518	196756	98379	387626	1
2021.04.22	16:00:00	196756	196854	196289	196379	104199	417826	1
2021.04.22	16:15:00	196371	196469	196059	196379	118972	468137	1
2021.04.22	16:30:00	196379	196715	196289	196338	102587	433817	1
2021.04.22	16:45:00	196338	196485	196092	196272	82366	362519	1
2021.04.22	17:00:00	196272	196551	196248	196518	51422	196093	1
2021.04.22	17:15:00	196518	196682	196469	196657	36100	135115	1
2021.04.22	17:30:00	196649	196895	196510	196772	40977	141469	1
2021.04.22	17:45:00	196772	197125	196739	197108	31961	109081	1
2021.04.23	09:00:00	197838	198108	197567	197583	169135	430333	1
2021.04.23	09:15:00	197583	197772	197379	197518	138970	415313	1
2021.04.23	09:30:00	197518	197813	197493	197575	97346	302420	1
2021.04.23	09:45:00	197583	197895	197526	197633	93426	297536	1
2021.04.23	10:00:00	197633	198174	197346	197985	216479	721061	1
2021.04.23	10:15:00	197985	198001	197436	197747	210216	696610	1
2021.04.23	10:30:00	197739	198764	197551	198649	311359	1108026	1
2021.04.23	10:45:00	198649	198837	198116	198182	205737	740023	1
2021.04.23	11:00:00	198182	198321	197788	197936	186699	693724	1
2021.04.23	11:15:00	197936	198255	197706	198018	181589	667147	1
2021.04.23	11:30:00	198010	198469	197542	197551	192058	695129	1
2021.04.23	11:45:00	197551	197944	197354	197526	177249	693820	1
2021.04.23	12:00:00	197534	198116	197461	197747	149779	569582	1
2021.04.23	12:15:00	197747	197813	197182	197387	120382	449064	1
2021.04.23	12:30:00	197395	197756	197280	197542	101728	348698	1
2021.04.23	12:45:00	197534	198001	197362	197542	119290	408875	1
2021.04.23	13:00:00	197551	197919	197526	197723	80121	271715	1
2021.04.23	13:15:00	197731	197756	197534	197600	55388	187585	1
2021.04.23	13:30:00	197608	198215	197600	197870	111258	392829	1
2021.04.23	13:45:00	197870	198108	197608	198059	80064	288534	1
2021.04.23	14:00:00	198051	198296	198010	198239	92511	321193	1
2021.04.23	14:15:00	198239	198296	198075	198124	67196	241058	1
2021.04.23	14:30:00	198116	198321	198092	198092	58863	217642	1
2021.04.23	14:45:00	198092	198100	197739	197780	96792	337631	1
2021.04.23	15:00:00	197780	197911	197592	197723	71886	247420	1
2021.04.23	15:15:00	197723	198165	197657	197969	94476	327735	1
2021.04.23	15:30:00	197977	198296	197805	198182	78435	294924	1
2021.04.23	15:45:00	198174	198247	198051	198206	61760	244581	1
2021.04.23	16:00:00	198215	198239	197952	198059	58450	219950	1
2021.04.23	16:15:00	198059	198657	198059	198551	104597	391483	1
2021.04.23	16:30:00	198559	198600	198387	198428	55066	205441	1
2021.04.23	16:45:00	198419	198452	198223	198223	59592	238191	1
2021.04.23	17:00:00	198223	198378	198116	198362	44858	168395	1
2021.04.23	17:15:00	198370	198608	198329	198493	47880	167141	1
2021.04.23	17:30:00	198493	198567	198313	198518	35997	124099	1
2021.04.23	17:45:00	198518	198747	198460	198690	29361	73180	1
2021.04.26	09:00:00	199083	199305	198846	198911	130617	314424	1
2021.04.26	09:15:00	198911	198969	198673	198788	92690	275335	1
2021.04.26	09:30:00	198780	198887	198624	198862	106142	335752	1
2021.04.26	09:45:00	198862	199214	198813	199100	140565	463858	1
2021.04.26	10:00:00	199108	199493	198952	199313	229645	746091	1
2021.04.26	10:15:00	199313	199559	199182	199337	171985	553148	1
2021.04.26	10:30:00	199337	199386	198616	198837	284286	986448	1
2021.04.26	10:45:00	198837	199182	198477	199009	215437	782725	1
2021.04.26	11:00:00	199018	199050	198411	198641	183548	723987	1
2021.04.26	11:15:00	198641	198862	198370	198641	141126	539518	1
2021.04.26	11:30:00	198641	198977	198534	198919	140570	544897	1
2021.04.26	11:45:00	198919	199009	198600	198813	132741	496495	1
2021.04.26	12:00:00	198821	199042	198296	198542	160461	599815	1
2021.04.26	12:15:00	198542	198575	198313	198387	90895	330638	1
2021.04.26	12:30:00	198387	198387	197887	198215	143772	546672	1
2021.04.26	12:45:00	198206	198280	197903	198190	92049	335351	1
2021.04.26	13:00:00	198190	198264	198018	198182	60167	227399	1
2021.04.26	13:15:00	198182	198485	198108	198239	94954	340232	1
2021.04.26	13:30:00	198231	198346	198133	198264	55548	203332	1
2021.04.26	13:45:00	198264	198296	198034	198165	70187	246388	1
2021.04.26	14:00:00	198165	198272	197903	198141	73409	269401	1
2021.04.26	14:15:00	198133	198215	197674	197813	103654	371379	1
2021.04.26	14:30:00	197813	198116	197649	197928	116361	426108	1
2021.04.26	14:45:00	197936	198108	197829	198034	64807	230868	1
2021.04.26	15:00:00	198034	198264	198026	198042	85603	307733	1
2021.04.26	15:15:00	198034	198133	197960	198100	55243	203410	1
2021.04.26	15:30:00	198100	198165	197813	197936	87491	334529	1
2021.04.26	15:45:00	197944	198215	197838	198190	76448	288447	1
2021.04.26	16:00:00	198190	198387	198083	198272	78560	294553	1
2021.04.26	16:15:00	198272	198378	197551	197633	97157	379484	1
2021.04.26	16:30:00	197641	198190	196928	198116	160851	637356	1
2021.04.26	16:45:00	198124	198469	198001	198411	91551	370770	1
2021.04.26	17:00:00	198419	198575	198264	198354	68781	252425	1
2021.04.26	17:15:00	198362	198460	198206	198264	29438	106272	1
2021.04.26	17:30:00	198255	198657	198247	198469	41245	151790	1
2021.04.26	17:45:00	198460	198813	198419	198805	29760	107871	1
2021.04.27	09:00:00	198821	199026	198551	198772	109356	289008	1
2021.04.27	09:15:00	198764	198796	198485	198518	79796	251069	1
2021.04.27	09:30:00	198518	198534	198296	198419	95332	324945	1
2021.04.27	09:45:00	198419	198518	198329	198518	58817	202704	1
2021.04.27	10:00:00	198518	198592	198026	198141	209024	741615	1
2021.04.27	10:15:00	198141	198255	197854	198182	169351	620705	1
2021.04.27	10:30:00	198174	198641	197903	198600	256665	1011584	1
2021.04.27	10:45:00	198608	199042	198337	198936	222725	962200	1
2021.04.27	11:00:00	198928	199214	198165	198182	212625	902445	1
2021.04.27	11:15:00	198190	198313	198001	198149	148161	642657	1
2021.04.27	11:30:00	198141	198174	197756	197805	140187	575945	1
2021.04.27	11:45:00	197805	197969	197567	197854	145873	619805	1
2021.04.27	12:00:00	197854	197862	197428	197715	130674	516273	1
2021.04.27	12:15:00	197715	197838	197239	197297	121288	483318	1
2021.04.27	12:30:00	197297	197600	197215	197452	111126	445682	1
2021.04.27	12:45:00	197452	197723	197280	197559	96778	400193	1
2021.04.27	13:00:00	197559	197649	197436	197600	59453	285430	1
2021.04.27	13:15:00	197600	197715	197444	197583	69305	331610	1
2021.04.27	13:30:00	197575	197649	197461	197600	54964	265885	1
2021.04.27	13:45:00	197600	197616	196854	197010	143276	580896	1
2021.04.27	14:00:00	197018	197149	196780	197100	114678	461766	1
2021.04.27	14:15:00	197108	197247	196387	196584	176480	692628	1
2021.04.27	14:30:00	196584	196657	196289	196551	105276	417923	1
2021.04.27	14:45:00	196543	196715	196133	196346	118404	475170	1
2021.04.27	15:00:00	196338	196362	195871	196026	134701	547126	1
2021.04.27	15:15:00	196026	196223	195633	195723	123413	527824	1
2021.04.27	15:30:00	195723	196076	195707	195977	71620	314105	1
2021.04.27	15:45:00	195977	196272	195912	195994	93984	404741	1
2021.04.27	16:00:00	196002	196321	195928	196215	79283	333772	1
2021.04.27	16:15:00	196207	196305	196035	196100	58242	255499	1
2021.04.27	16:30:00	196100	196493	196084	196387	86751	415572	1
2021.04.27	16:45:00	196387	196436	196141	196330	73347	349942	1
2021.04.27	17:00:00	196330	196444	196174	196207	44379	185055	1
2021.04.27	17:15:00	196207	196239	196059	196149	44585	173150	1
2021.04.27	17:30:00	196149	196215	195313	195821	63309	235741	1
2021.04.27	17:45:00	195821	195953	195379	195379	41211	125729	1
2021.04.28	09:00:00	196051	196657	195912	196657	139455	386623	1
2021.04.28	09:15:00	196657	196887	196502	196862	147792	483054	1
2021.04.28	09:30:00	196862	197043	196723	196993	128494	440419	1
2021.04.28	09:45:00	196993	197239	196805	197206	121496	437135	1
2021.04.28	10:00:00	197215	197575	197157	197485	151358	580131	1
2021.04.28	10:15:00	197485	197608	197305	197387	129421	462870	1
2021.04.28	10:30:00	197387	197895	197338	197772	170780	665291	1
2021.04.28	10:45:00	197772	197862	197583	197772	102582	399573	1
2021.04.28	11:00:00	197780	198083	197731	197772	151517	604864	1
2021.04.28	11:15:00	197772	197879	197624	197657	109883	466860	1
2021.04.28	11:30:00	197665	198157	197600	198034	134774	555925	1
2021.04.28	11:45:00	198042	198108	197764	198075	122821	481006	1
2021.04.28	12:00:00	198075	198305	198010	198059	131800	503661	1
2021.04.28	12:15:00	198059	198411	197969	198378	98623	374909	1
2021.04.28	12:30:00	198387	198641	198157	198370	119364	465576	1
2021.04.28	12:45:00	198378	198632	198337	198444	92695	360215	1
2021.04.28	13:00:00	198444	198567	198346	198477	56878	236399	1
2021.04.28	13:15:00	198477	198616	198403	198469	61592	257424	1
2021.04.28	13:30:00	198477	198772	198460	198657	66011	265183	1
2021.04.28	13:45:00	198657	198772	198469	198485	68766	281655	1
2021.04.28	14:00:00	198485	198575	198223	198247	113164	449906	1
2021.04.28	14:15:00	198247	198551	198239	198518	69598	275667	1
2021.04.28	14:30:00	198526	198592	198354	198469	77054	299048	1
2021.04.28	14:45:00	198460	199026	198247	198665	122484	428428	1
2021.04.28	15:00:00	198682	199001	198460	198698	147149	542426	1
2021.04.28	15:15:00	198690	199026	198665	198846	91513	383865	1
2021.04.28	15:30:00	198837	199345	198714	199247	140406	625631	1
2021.04.28	15:45:00	199239	199313	199116	199223	67670	320588	1
2021.04.28	16:00:00	199223	199460	199100	199190	105681	489572	1
2021.04.28	16:15:00	199190	199272	199050	199100	61262	291083	1
2021.04.28	16:30:00	199091	199411	199050	199272	73722	318716	1
2021.04.28	16:45:00	199264	199427	198911	199026	86380	379070	1
2021.04.28	17:00:00	199018	199141	198911	198993	61610	252324	1
2021.04.28	17:15:00	199001	199288	198977	199247	42797	157334	1
2021.04.28	17:30:00	199247	199698	199214	199477	81023	296749	1
2021.04.28	17:45:00	199468	199952	199444	199903	36311	139719	1
2021.04.29	09:00:00	199485	200050	199460	199895	147812	385898	1
2021.04.29	09:15:00	199903	199944	199444	199550	112085	358533	1
2021.04.29	09:30:00	199550	199657	199345	199559	117787	382529	1
2021.04.29	09:45:00	199559	199763	199403	199419	113230	379444	1
2021.04.29	10:00:00	199419	199583	199100	199518	198256	735360	1
2021.04.29	10:15:00	199518	199796	199247	199575	209445	758119	1
2021.04.29	10:30:00	199575	199657	199001	199001	198145	775573	1
2021.04.29	10:45:00	199001	199009	198600	198632	179308	734529	1
2021.04.29	11:00:00	198624	198632	198116	198190	186250	806583	1
2021.04.29	11:15:00	198190	198534	198165	198346	140613	624618	1
2021.04.29	11:30:00	198346	198411	197977	198296	169822	697711	1
2021.04.29	11:45:00	198288	198305	197624	197821	193020	845793	1
2021.04.29	12:00:00	197821	197829	197526	197698	123476	527093	1
2021.04.29	12:15:00	197706	197706	197411	197526	104098	452687	1
2021.04.29	12:30:00	197526	197567	197297	197395	83129	367815	1
2021.04.29	12:45:00	197403	197436	196895	196952	120250	533366	1
2021.04.29	13:00:00	196952	197067	196821	197034	117244	532475	1
2021.04.29	13:15:00	197034	197247	196952	197215	106584	452045	1
2021.04.29	13:30:00	197223	197502	197166	197362	98271	417109	1
2021.04.29	13:45:00	197362	197641	197280	197624	90136	394323	1
2021.04.29	14:00:00	197616	197706	197395	197551	98723	406608	1
2021.04.29	14:15:00	197559	197592	197084	197313	127165	512048	1
2021.04.29	14:30:00	197305	197616	197280	197600	88000	369897	1
2021.04.29	14:45:00	197608	197821	197444	197821	104992	450935	1
2021.04.29	15:00:00	197821	197919	197551	197624	103513	443519	1
2021.04.29	15:15:00	197633	197887	197608	197780	82938	349940	1
2021.04.29	15:30:00	197788	197911	197715	197821	66386	311337	1
2021.04.29	15:45:00	197821	197952	197731	197788	72036	320467	1
2021.04.29	16:00:00	197797	197821	197272	197485	131248	546143	1
2021.04.29	16:15:00	197485	197510	196969	197174	124472	522232	1
2021.04.29	16:30:00	197174	197469	197174	197403	69017	294441	1
2021.04.29	16:45:00	197395	197542	197280	197395	76041	354570	1
2021.04.29	17:00:00	197395	197411	197051	197125	56152	241555	1
2021.04.29	17:15:00	197125	197264	197075	197108	37070	150396	1
2021.04.29	17:30:00	197108	197346	197100	197313	29697	107514	1
2021.04.29	17:45:00	197321	197493	197116	197125	36435	108652	1
2021.04.30	09:00:00	196748	196846	196207	196272	172252	483143	1
2021.04.30	09:15:00	196272	196412	195985	196182	135503	450755	1
2021.04.30	09:30:00	196182	196198	195830	195953	160089	539242	1
2021.04.30	09:45:00	195961	196305	195903	196166	113098	393395	1
2021.04.30	10:00:00	196157	196297	195625	196264	232194	831632	1
2021.04.30	10:15:00	196256	197084	196067	196846	253387	967225	1
2021.04.30	10:30:00	196846	197452	196739	197067	212677	852642	1
2021.04.30	10:45:00	197075	197346	196969	197157	147024	630539	1
2021.04.30	11:00:00	197149	197182	196264	196272	201750	796554	1
2021.04.30	11:15:00	196264	196641	196223	196493	138952	571473	1
2021.04.30	11:30:00	196493	196551	196076	196330	144696	600385	1
2021.04.30	11:45:00	196321	196608	196051	196231	152846	612691	1
2021.04.30	12:00:00	196231	196477	196059	196264	142549	578258	1
2021.04.30	12:15:00	196256	196584	195895	196493	154615	622810	1
2021.04.30	12:30:00	196493	197321	196395	197043	179596	757534	1
2021.04.30	12:45:00	197043	197051	196469	196543	112358	445975	1
2021.04.30	13:00:00	196543	196977	196444	196870	113197	466106	1
2021.04.30	13:15:00	196870	197100	196731	196862	96777	378354	1
2021.04.30	13:30:00	196862	196969	196707	196797	77541	315940	1
2021.04.30	13:45:00	196797	197034	196633	196952	85738	346947	1
2021.04.30	14:00:00	196952	197075	196707	196723	75493	310272	1
2021.04.30	14:15:00	196723	197075	196723	196764	84925	350883	1
2021.04.30	14:30:00	196764	196920	196493	196846	102837	414849	1
2021.04.30	14:45:00	196846	196862	196051	196313	150006	599733	1
2021.04.30	15:00:00	196313	197280	196067	197100	166099	663161	1
2021.04.30	15:15:00	197108	197575	196903	197485	167921	656625	1
